,Indie,Action,Adventure,RPG,Strategy,Free to Play,Simulation,Casual,Massively Multiplayer,Early Access,Sports,Racing,Utilities,Design &amp; Illustration,Animation &amp; Modeling,Video Production,Web Publishing
count,540,493,353,256,232,207,206,157,102,89,34,32,5,4,4,3,2
