,Paradox Interactive,Daedalic Entertainment,Devolver Digital,Ubisoft,SEGA,Electronic Arts,SCS Software,Sekai Project,AGM PLAYISM,Microsoft Studios,Rebellion,Focus Home Interactive,Good Shepherd Entertainment,Behaviour Digital Inc.,Slitherine Ltd.,Team17 Digital Ltd,Square Enix,Paradise Project,Adult Swim Games,"Psyonix, Inc.",id Software,"LucasArts, Lucasfilm, Disney Interactive",Versus Evil,THQ Nordic,"KOEI TECMO GAMES CO., LTD.","SEGA, Feral Interactive (Linux), Feral Interactive (Mac)Franchise:Total War",Quiet RiverFranchise:Zup!,Codemasters,Double Fine Productions,BANDAI NAMCO Entertainment,Capcom,Amanita Design,Activision,505 Games,tinyBuild,Artifex Mundi,"NIS America, Inc.",Atari,Coffee Stain Publishing,The Game Creators,Positech Games,Alientrap,Headup Games,1C Entertainment,Wadjet Eye Games,Oddworld Inhabitants,Puppygames,SakuraGame,Nightdive Studios,AZAMATIKA,Arc System Works,"Spike Chunsoft Co., Ltd.",SNK CORPORATION,Jetdogs Studios,Forever Entertainment S. A.,Warner Bros. Interactive Entertainment,Kagura Games,Ice-Pick Lodge,"XSEED Games, Marvelous USA, Inc., MarvelousFranchise:SENRAN KAGURA",Illwinter Game Design,Coconut Island Games,3909,PsychoFlux Entertainment,Back To Basics Gaming,L. Stotch,Winged Cloud,"H2 Interactive Co., Ltd.",Humble Bundle,Degica,Fellow Traveller,Kunos Simulazioni ,orld Studios,"PopCap Games, Inc.",Industry Games,WayForward,Funcom,ATLUS USA,NukGames,PixelFade Inc,Excalibur Games,Soccer Manager Ltd,Paul Schneider,PQube Limited,Microids,Digital Tribe,Alawar Premium,2KFranchise:Sid Meier's Civilization,"D3Publisher of America, Inc.","XSEED Games, Marvelous USA, Inc.Franchise:Trails in the Sky",11 bit studios,Just1337 Publisher,Telltale Games,Hi-Rez Studios,TaleWorlds Entertainment,Iceberg Interactive,Gameforge 4D GmbH,Kongregate,Stardock Entertainment,Red Hook Studios,Matthew Brown,Raw Fury,Digerati Distribution,HandyGames,Perfect World Entertainment,Frozenbyte,"NEOWIZ, NEOBRICKS",XSEED GamesFranchise:Ys,Zen Studios,Valve,Housemarque,"Playdius, Plug In Digital",Agafonoff,Beamdog,Infinite Dreams,Marvelous,SFB Games,Black Lime Studio,Flashbulb,"Neowiz, NEOBRICKS",Killerfish Games,Capybara Games,Reconnect Software,Frogames,Secret Exit Ltd.,Terry Cavanagh,Techland PublishingFranchise:Dying Light,Black Pants Studio,The Behemoth,Sumo Digital,Switchblade Monkeys Entertainment,RAC7 Games,Headup GamesFranchise:Bridge Constructor,Ankama Games,Magic Notion Ltd,INNOTEG LLC,"Fellow Traveller, Samurai Punk",Ivan Zanotti's MyMadness Works,GameHouse,Gaijin Games,Devolver DigitalFranchise:Reigns,Conan McPhee,"Beijing New Era Network Technology Co., Ltd.",Level Up Labs,Spry Fox LLC,Zandel Media,Orthogonal Games,Night School Studio,疯王子中二集团总部,Flying Cafe for Semianimals,Copybugpaste,Cartboard Games,"THQ Nordic, EuroVideo Medien","Vectorpark, Inc.",LAN - GAMES EOOD,Sweet Dog Studios,Bethesda Softworks,ESTsoft Inc.,Neko Climax Studios,varlamov5264,Red Team Games,Victor Möller,My.comFranchise:Armored Warfare,Mason Lindroth,"Perfect.Golf, Inc.",Robot Entertainment,OneBigGame,Home Net Games,THQ NordicFranchise:ArcaniA,Sapphire Dragon Productions,Nival,High Horse Entertainment,McMagic Productions,Hörberg Productions,nornware AB,"Dejobaan Games, LLC",Stardock EntertainmentFranchise:Star Control,Benjamin Rivers Inc.,"Konstructors Entertainment, GrabTheGames",Artery Games,Playsaurus,Date Nighto,YFC games,Carpe Fulgur LLC,Juvty Worlds Ltd.,"Snail Games USA, Studio Wildcard",LucasArts,Over The Top Games,NGD Studios,Stardock EntertainmentFranchise:Offworld Trading Company,Final Form Games,"Michael Pelletier, Ross Joseph Gardner",Valhalla Cats,X.D. Network Inc.,Triskell Interactive,"DeXP, MyLifeGame.RU",Ductape studio,Reiza Studios,Adventurepro Games LLC,Pixellore,AIGRIND,DiP Online,Ellada Games,Cats Who Play,"Gunpowder Games, LLC",Krealit,Chilled Mouse,2tainment GmbH,"Pujia8 Studio, Gamera Game",inkle Ltd,Dominique Grieshofer,Nominia Ltd,Animu Game,Cellar Door Games,Kremlingames,ZOV GAME STUDIO,Pragmatix Ltd,Satur EntertainmentFranchise:Microcosmum: survival of cells,Sekai ProjectFranchise:NEKO-NIN exHeart,Oxymoron Games,Panoramik inc,indienova,Fractal Phase,Ironhide Game Studio,北京网元圣唐娱乐科技有限公司,Prism Game Studios Ltd.,Legend Studio,Binary Fortress Software,Event Horizon,Fenghuang Game（凤凰游戏）,ThankGame.com,Split Polygon,THQ NordicFranchise:Desperados,SMU Guildhall,"Merge Games, Tagstar Games",Room710Games,Emad,Q-Games Ltd.,"Goblinz Studio, WhisperGames",Biubiubiu,Green Man Gaming Publishing,Nemesys Games,Bawu Team,Technomancy Studios,Archetype Studios,Neoclassic Games,"Edmund McMillen, James Id","Daedalic Entertainment, Daylight Studios",Mojang,SkyGoblin,Knuckle Cracker,Saibot Studios,KillHouse Games,Eastshade Studios,"Humongous Entertainment, Nightdive Studios",Pinkerton Road Studio,Reverb Triple XP,Fan Shi,Akupara Games,Ripstone,Chaosoft Games,Analgesic Productions,Blowfish Studios,"Degica, TAITO CORP.",Chubby Pixel,Santa Ragione,GDT Limited,Tranquility games,Crowbar Collective,Meridian4,Bigben InteractiveFranchise:WRC,"Bit Blot, LLC",Avidly Wild Games,Space Wedgie,Out of the Park Developments,"Dvaput, 2x2 Games",OhNoo Studio,"Movie Games S.A., PlayWay S.A.",Noble Empire Corp.,Unknown Worlds Entertainment,Buddy Productions GmbH,Almost Human Games,Transhuman Design,"Urvogel Games, LLC","Vblank Entertainment, Inc.",Corvostudio di Amadei Marco,Dharker StudioFranchise:Paradise,Mail.Ru,B52 Development Team,NotGames,inXile Entertainment,8-Bit Studio,Streum On Studio,Liu Lidan,Aleksandr Soldatov,Paradox InteractiveFranchise:Stellaris,Creative Storm Entertainment,Yangyang Mobile,Curve Digital,Interdimensional Games Inc,Two Tribes,Breakfall,Statespace,Mash Games,JDM4iK,Hempuli Oy,Titan Studio,Merge Games,Flying Helmet Games,tengenstudio,LaboRatStudio,Hostel Games,Everglow Interactive Inc.,Jacob Janerka,Just Fishing LLC,"TALESSHOP Co., Ltd.",Glowstick Entertainment,Sluggerfly,Big Fat Alien,Toxic Games,Cold Beam Games,Bitten Toast Games Inc.,98DEMAKE,Aslan Game Studio,Suba Games,Cleversan Software,PikPok,"Vaka Game Magazine, AGM PLAYISM",Blind Mind Studios,Strategy First,Bigben Interactive,Phenomenon Games,Missing Link Games,Colibri Games,Awesome Games Studio,Dandylion,sebagamesdev,"PQube Limited, SONNORI Corp",JoyMasher,Fermenter Games,"KISS ltd, Kavcom",No More Robots,Shugasu UG,NeocoreGames,SIGONO INC.,Blindflug Studios AG,EightyEightGames,"ldcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Viking Tao,,FIVE-BN GAMES,Bugbyte Ltd.,Artifice Studio,NetEase Games,Cyan Worlds ,"WB Games, Feral Interactive (Mac)","Elder Game, LLC",Crunchy Leaf Games,Full Control,Visual Entertainment And Technologies,"2K, Feral Interactive (Mac), Feral Interactive (Linux)",SmashGames,Team DOTS,Lion's Shade,Kalypso Media DigitalFranchise:Tropico,inbetweengames,JoyBits Ltd.,Stunlock Studios,Spooky Doorway,Red Nettle Studio,Triple.B.Titles,2K,Dreamsite Games,Pixel Federation,Leppsoft,Tale of Tales,Yunus Ayyildiz,Bytebin,Ragequit Corporation,"CFK Co., Ltd.",Awfully Nice Studios,Improx Games,Nyamyam,Armor Games Studios,iNK Stories,THQ NordicFranchise:Red Faction,Landfall,3 Sprockets,"Massive Damage, Inc.",FlukeDude,Gaijin Entertainment,Thomas Bowker,"Shanghai JingCai Computer Software Development Co., Ltd",Aterdux Entertainment,Bohemia Interactive,Project tranquil,"BioWare Corporation, Electronic Arts",KISS ltd,3D RealmsFranchise:Bombshell,eduweb,Crunchy Games,n,"KISS ltd, GameTomo","Arcen Games, LLC",Snowbird Games,No Moon,Archbears,"Sierra, Activision, Aspyr (Mac, Linux)",Akaba Studio,QCF Design,LuGus Studios,INDIECN,Rake in Grass,Crackshell,"Double Fine Presents, David OReilly",Matt Roszak,Keinart Lobre,DYA GamesFranchise:DYA Games Collection,Caustic Creative,AlphaSoft LLC,Ocelot Society,DryGin Studios,Fred Wood,Grynsoft,Loren Lemcke,"Epic Games, Inc.",Thunder Lotus Games,Maciej Targoni,TurnVex,"AurumDust, WhisperGames",WildTangent,Question,Deep Silver,"CRAZYDIAMOND CO., LTD.",SnoutUp,Myshkin Entertainment,SOFTSTAR Entertainment,David Wehle,Sekai ProjectFranchise:KARAKARA,Trendy Entertainment,Zero-K Team,Scarlet String Studios,Permadeath,Dr.CrewcutFranchise:Oik,Eden Industries,The Quadsphere,Wolfire Games,Annapurna Interactive,Larian Studios,"Days of Wonder, Asmodee Digital",Qwiboo Ltd,"Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD.",Holyday Studios,FlipSwitch Games,Crazy Monkey Studios,Space Budgie,NextNinja,"SEGA, Feral Interactive (Mac)",Atriagames,Wesnoth Inc.,Phoenix Online Publishing,DEVGRU-P,Razzart Visual,Retro Army Limited,Igara Studio,Darklight Games,Steve Gabry,Turning Wheel LLC,Crystal Shard,Zadbox Entertainment,Mighty Games,ertainment,The Yogscast,Suits &amp; Sandals,Mutant Entertainment Studios,Joey Drew Studios Inc.,T RED,Rusty LakeFranchise:Rusty Lake,MangaGamer,Lonely Troops,Egosoft,Minority Media,Stellar Jockeys,Low Magic Studios,GSC World Publishing,Berzerk Studio,Running With Scissors,Outerminds Inc.,Mode 7,The Strangers,Slug Disco Studios,Freedomize Studio,SteelRaven7,Destructive Creations,Fraoula,Bossa Studios,Jan Zelený,Sparpweed,Hellscape Games,Team Eleven,Mana Potion Studios,Cosmo D Studios,Rusty Lake,BetaDwarf,"CAPCOM CO., LTD.",Zaratustra Productions,Suncrash,Misfits Attic,Shortbreak Studios s.c.,ValveFranchise:Half-Life,The SKSE Team,Bithell Games,"YGGDRAZIL GROUP CO.,LTD",am,THE BROTHERHOOD,VisualArts,HE SAW,Witch Beam,Crema,Dan Walters,mes,"Disney Interactive, Lucasfilm, LucasArts",tudios,Introversion Software,Revolution Software Ltd,BlinkWorks Media,JForce Games,Spell Helix,Damian Sommer,Andrii Vintsevych,2KFranchise:WWE 2K,Mighty Rocket Studio,Godot Engine,THQ NordicFranchise:SpellForce,"THE BROTHERHOOD, Daedalic Entertainment",Alda Games,HB Studios,Easy Joy Ltd.,ebi-hime,ZackBellGames,oddonegames,Darril Arts,Blue Brain Games,"Plug In Digital, Milestone S.r.l.",Topware Interactive,Red Unit Studios,Holospark,EuroVideo Medien,Old School Blender Addicted,Re-Logic,"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)",Frostkeep Studios,Edmund McMillen,Sketchy Logic,Arkane Studios,Simple Ghost,Skydance Interactive,Royal Troupe,FarSight Studios,astragon Entertainment,Gravity Interactive,Aleksey Abramenko,Smartly Dressed Games,vikingfabian.com,IObit,Uber Entertainment,Pavo Studio,Sandbox Interactive GmbH,Sparkypants Studios LLC,"Warner Bros. Interactive, Feral Interactive (Mac)",jgallant,State of Play Games,Kaigan Games OÜ,Sir Bedlam Productions,"ldcard, Instinct Games, Efecto Studios, Virtual Basement LLC, Abstraction Games",Idea Factory International,CBE Software s.r.o.,ObsessionSoft,Hanako Games,Reiza,Automaton,Stardock EntertainmentFranchise:Galactic Civilizations,Toplitz Productions,Tamationgames,Extreme Developers,Free Candy Games,"Jackbox Games, Inc.",Epic Quest Games,SP-time,Nkidu Games Inc.,Kalypso Media Digital,Kasedo Games,"S2 Games, LLC",HeroCraft,Sandstorm Studios Inc.,Valera Entertainment,Snapshot Games Inc.,HypeTrain Digital,Dovetail Games - TSW,Blendo Games,Empires,Next Dimension Game Adventures Ltd.,Xtal Sword,Northway Games,S.C. 16 BIT NIGHTS S.R.L.,Wired Productions,"INTI CREATES CO., LTD.",Top Meadow,"HandyGames, Black Forest GamesFranchise:Giana Sisters",Scary Bee LLC,MAGIX Software GmbH,Asmodee Digital,Crytivo,Tequila Works,"indienova, GrabTheGames",SimBin,SadSquare StudioFranchise:Visage,Lunarch Studios,Cornfox &amp; Bros.,DotEmu,Frostburn Studios,Lemonsucker Games,ComonGames,Radical Phi,"Ultimate Games S.A., PlayWay S.A.Franchise:Fishing",Flow Fire Games,AlesonFranchise:CASE: Animatronics,David Schneider,Mindful Mammoth,chlsea,PlayWay S.A.,Akella,Craneballs,"BitMonster, Inc.",G2CREW,ToastieLabs,Tortuga Team,"Edmund McMillen, Florian Himsl",Krome Studios,Trese Brothers,Blue Manchu,Konstructors Entertainment,rdein,R-Age,Empty Clip Studios,GrabTheGames,New Reality Games,Flix Interactive,Flazm,Triverske,Numantian Games,BeautiFun Games,Digital Confectioners,Yai GameworksFranchise:Close Your Eyes,CMI,EXOR Studios,IonFX Studios,Studio GPBeta,"Activision, Aspyr (Mac)",Abrakam SA,DANKIE,Screeps,The Working Parts,Frogsong Studios AB,Hangover Cat Purrroduction,Titans,Lucky Pause,ZuoBuLaiGame,Pirotexnik
count,18,13,12,12,10,8,8,8,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
