,BANDAI NAMCO Entertainment,SEGA,Paradox Interactive,Valve,Ubisoft,Electronic Arts,Microsoft Studios,Devolver Digital,Paradise Project,Focus Home Interactive,Sekai Project,Scott Cawthon,505 Games,Rebellion,Team17 Digital Ltd,tinyBuild,Double Fine Productions,Square Enix,AGM PLAYISM,Warner Bros. Interactive Entertainment,Bethesda Softworks,Daedalic Entertainment,TaleWorlds Entertainment,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",SCS Software,THQ Nordic,Degica,Telltale Games,Coffee Stain Publishing,Quiet RiverFranchise:Zup!,ValveFranchise:Half-Life,SEGAFranchise:Total War,Klei Entertainment,Nexon America Inc.,Strategy First,"Spike Chunsoft Co., Ltd.",Capcom,PlayWay S.A.,Gameforge 4D GmbH,Blue Isle Studios,Winged Cloud,Frozenbyte,"LucasArts, Lucasfilm, Disney Interactive",Runic Games,SmashGames,"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",id Software,Might and Delight,New World Interactive,"2K, Aspyr (Mac), Aspyr (Linux)Franchise:Sid Meier's Civilization",Good Shepherd Entertainment,Codemasters,Trion Worlds,Robot Entertainment,Studio Wildcard,Daybreak Game Company,CD PROJEKT RED,Ninja Kiwi,Hi-Rez Studios,Larian Studios,Axolot Games,Kalypso Media Digital,Bohemia Interactive,"Activision, Aspyr (Mac)",GSC Game World,Codename Entertainment Inc.,HypeTrain Digital,Terry Cavanagh,Remedy Entertainment,Game-Labs,Bossa Studios,FireFly StudiosFranchise:Stronghold,Atari,Trendy Entertainment,SakuraGame,Versus Evil,Coconut Island Games,Annapurna Interactive,Gaijin Entertainment,Panic Art Studios,Iceberg Interactive,"XSEED Games, Marvelous USA, Inc., MarvelousFranchise:SENRAN KAGURA",En Masse Entertainment,Freakinware Studios,Activision,Atelier 801,PQube Limited,Snail Games USA,Shiro Games,Wargaming Group Limited,Zachtronics,Wizards of the Coast LLC,Playdead,Krillbite Studio,Wolfire Games,Ironhide Game Studio,2KFranchise:NBA 2K,"KOEI TECMO GAMES CO., LTD.",Armor Games Studios,"Codemasters, Feral Interactive (Mac)",NeocoreGames,Freebird Games,Red Barrels,"XSEED Games, Marvelous USA, Inc.Franchise:Trails in the Sky",Curve Digital,Amanita Design,The Behemoth,Hyper Hippo Games,11 bit studios,Defiant Development,Keen Software House,Suspicious Developments,Chucklefish,Aeria Games,WB Games,"Psyonix, Inc.",Maciej Targoni,Deep SilverFranchise:Metro,THQ NordicFranchise:Gothic,Supergiant Games,"Standing Stone Games, LLC",Landfall,FIVE-BN GAMES,Milkstone Studios,Abbey Games,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)Franchise:Total War",,"H2 Interactive Co., Ltd.",Fireproof Games,Perfect World Entertainment,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)",Vlambeer,DANKIE,Matthew Brown,Black Pants Studio,Blue Bottle Games,The Merchant Guild of Rund (Limited),Gearbox Publishing,Haydee Interactive,EuroVideo Medien,MoeNovel,Robert Yang,Home Net Games,"LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)",StevenHarmonGames,"XSEED Games, Marvelous USA, Inc., Marvelous",Gamious,ColdGames,Idea Factory International,NotGames,Reperio Studios,The Quantum Astrophysicists Guild,none,The Quinnspiracy,"What Pumpkin Games, Inc.",D3 Go!,Michael Todd Games,Aperture Tag Team,Orange Juice Dog,Lukas Rustemeyer,Subvert Games,Headup Games,Sauropod Studio,Circle Five Studios,CarX Technologies,"WMY Studio, AGM PLAYISM",Kyle Seeley,Archive Entertainment,"Electronic Arts, Aspyr (Mac)",Pixel Ferrets,Excalibur Games,Vertigo Gaming Inc.,Lince Works,"Atari, Aspyr (Mac)",Red Dwarf Games,Giants Software,Necrophone Games,ELYLAND  INVESTMENT COMPANY Ltd,Dire Wolf Digital,Changyou.com Limited,Crackshell,Elecorn,"Alberto Herrera, Ziel Graywords, Stw projects",Bare Mettle Entertainment,"ldcard, Instinct Games, Efecto Studios, Virtual Basement LLC",SignHead Studio,Games Operators,SNK CORPORATION,Cosmic Cow LLC,OVALIS INVESTMENTS LIMITED,Teeworlds Team,Acid Wizard Studio,Vaclav Hudec,Subset Games,Bluebutton Games,Blue Manchu,Cybertime System,THQ NordicFranchise:Darksiders,Hidden Path Entertainment,Eggcode,MOVE ON USA CO.,Boxelware,"Artix Entertainment, LLC",Zero Point Software,Etter Studio,David Szymanski,DrinkBox Studios,Asymmetric,1C Entertainment,Gaddy Games,GamesBoosters,"BitMonster, Inc.",Zeboyd Games,Bethesda-Softworks,Wargaming Labs,"Code Horizon, PlayWay S.A.",Filip Victor,"Gaslamp Games, Inc.",Rocketcat Games,Contingent99,Image &amp; Form Games,Game Grumps,3BLACKDOT,Big Robot Ltd,JForce Games,Powerhoof,Thomas Happ Games LLC,Team Reptile,GirlGame,Project Moon,Define Human Studios,Paradox InteractiveFranchise:Surviving Mars,PUBG Corporation,FarSight Studios,Netease Games,Uppercut Games Pty Ltd,RedRuins Softworks,Mad Otter Games,2KFranchise:X-COM,Abyss Lights Studio LLP,DiezelPower,Starbreeze Publishing,"Konami Digital Entertainment, Inc.",The Men Who Wear Many Hats,Spooky Squid Games Inc.,Hoplon,Asmodee Digital,Insanity Games,Walter Machado,Tasharen Entertainment Inc.,CSR-StudiosFranchise:Dead Pixels,Gamestorming,Gameloft,Goldhawk Interactive,猫薄荷制作组Franchise:闲踏梧桐,"Fishing Cactus, Plug In Digital",Eforb,Thing Trunk,Marxnet,Sierra,orld Studios,SixtyGig Games,David Stark,All Seeing Eye Games,"NEXT Studio, Zodiac Interactive",EQGames,Emad,Neople,WeirdBeard,Corvostudio di Amadei Marco,TEAM HORAY,Sparpweed,"PlayStation Mobile, Inc.","Vaka Game Magazine, AGM PLAYISM",Rocket Bear Games,OhNoo Studio,Wizards of the Coast,Virtual Basement LLC,Krome Studios,Pipliz,Koga Tech Limited,Rabbiton,Rusty Lake,Green Lava Studios,Nimbly Games,Creoteam,Creepy Jar,THQ NordicFranchise:The Guild,Interrupt,EVGA,Носков Сергей,Dreamworlds,Behold Studios,ANPA.US,Gravity Interactive,"Microids Indie, Microids",Arc System Works,Choice of Games,"Oddworld Inhabitants, Inc.",Eden Industries,"BadFly Interactive, a.s.",Nickervision Studios,"Expansive Worlds, Avalanche Studios",Microblast Games,anics,Screenwave MediaFranchise:Angry Video Game Nerd,Lonely Troops,Blazing Griffin Ltd.,Level Up Labs,Robotronic Games,NVLMaker,Mixtvision,OrangeGames,Hamster On Coke Games,"Somi, Zero Rock Entertainment",Behaviour Digital Inc.,Pathea Games,"Outpost Games, Inc.",甲山林娛樂股份有限公司,Netcore Games,Puny Human,ATLUS USA,D-Pad Studio,ProGames Studio,ForwardXP,Last Bastion Studios LLC,Diminished Studios,Batterystaple Games,Over The Moon,Konsordo,Panoramik Inc,Endless Loop Studios,MuHa Games,Colibri Games,"1C Entertainment, 1C-SoftClub",Mich Nannings,Kongregate,Dicesuki,Room710GamesFranchise:Half Dead,Giant Army,Blackpowder Games,Alientrap,InvertMouse,alry,Knuckle Cracker,"JumpStart Games, Inc.",Red Thread Games,Sos Mikolaj Kaminski,"Hopoo Games, LLC",Indie Voyage,U,Cherry Pop Games,Matt Roszak,BeautiFun Games,82 Apps,Stardock EntertainmentFranchise:Offworld Trading Company,Hello There AB,Snaggletooth Studios,Fenghuang Game,"XSEED Games, Marvelous USA, Inc.",Jetdogs Studios,Digital Happiness,Perfuse Entertainment,"NIS America, Inc.",Cruderocks,NEOTOKYO [MOD],Rati Wattanakornprasit,"2K, Feral Interactive (Mac), Feral Interactive (Linux)",Unusualsoft,treeform,Egosoft,Holotech Studios,Dan Fornace,Matt Makes Games Inc.,Cellar Door Games,Hunter Studio,Scavengers Studio,Lag Studios,Eleon Game Studios,WARTEAM,"IMCGAMES Co.,Ltd.","Marvelous, Autumn Games",Double Action Factory,"LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm",Prism Game Studios Ltd.,Adult Swim Games,NASA,Holy Priest,BeamNG,Tripwire InteractiveFranchise:Rising Storm,Fishing Planet LLC,Noble Empire Corp.,Dominique Grieshofer,ConchShip Games,BlankMediaGames,Frictional Games,Amistech Games,Edge Case Games Ltd.,Blacklight Interactive,Jagex,Double Fine Presents,"Nicalis, Inc.",Crowbar Collective,Bankroll Studios,Demruth,kChamp Games,Heart Machine,Crows Crows Crows,Moonlit Works,"Masangsoft, Inc.",Trapdoor,Poppermost Productions,terer,8Floor,Reactive Drop Team,Dovetail Games - Flight,SteelRaven7,"Idea Factory International, Inc., IDEA FACTORY Co., Ltd.",Fellow Traveller,Desertkun,CCP,Muse Games,"Double Fine Presents, David OReilly",Carbon Games,Self Published,Mastfire Studios Pty Ltd,Gaijin Distribution KFT,Kakao Games Europe B.V.,Evil Tortilla Games,Smartly Dressed Games,Gears for Breakfast,SUPERHOT Team,Bennett Foddy,Numantian Games,Fullbright,JCKSLAP,Hoobalugalar_X,"PopCap Games, Inc.",Frontier Developments,Avalanche Studios,Fistful of Frags Team,"CAPCOM Co., Ltd.",Greenheart Games,Ludeon Studios,"Lucasfilm, LucasArts, Disney Interactive",Introversion Software,Team Cherry,Galactic Cafe,"NEOWIZ, NEOBRICKS","Panic, Campo Santo",Soviet Games,Wube Software LTD.,Studio MDHR Entertainment Inc.,"WB Games, Feral Interactive (Mac)",Red Hook Studios,Hinterland Studio Inc.,Torn Banner Studios,Stunlock Studios,Playsaurus,Warchest Ltd.,Hello Games,Lever Games,Kristjan Skutta,Grinding Gear Games,RETO MOTO,tobyfox,Freejam,Team Salvato,Re-Logic,Deca Games,"CD PROJEKT RED, 1C-SoftClub",Spiderling Studios,Automaton,The Indie Stone,"Brace Yourself Games, Klei Entertainment",Northwood Studios,Free Reign Entertainment,"Hardsuit Labs, Inc.",Crytek,Grunge Games LTD,Fatshark,SnoutUp,"Devolver Digital, Croteam",Tencent Games,Beam Team Pty Ltd,X.D. Network Inc.,Offworld Industries,3909,Shumkov Dmitriy,Mega Crit Games,Frontier DevelopmentsFranchise:Planet Coaster,"2K, Feral Interactive (Mac), Feral Interactive (Linux)Franchise:XCOM",Ndemic Creations,Monomi Park,"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)Franchise:Total War",Motion Twin,"BANDAI NAMCO Entertainment, FromSoftware, Inc",Playful Corp.,Crate Entertainment,Ronimo Games,System Era Softworks,Sad Panda Studios,800 North and Digital Ranch,Tomorrow Corporation,Carpe Fulgur LLC,Icetesy SPRL,NEOWIZ,Octoshark Studios,Positech Games,"Mediascape Co., Ltd.",GSC World Publishing, ,Deep Silver,Reakktor Studios,Smartly Dressed GamesFranchise:Unturned,Planetary Annihilation Inc,(none),Last Level,"Jundroo, LLC",Little Orbit,KK Game Studio,Overhype Studios,Failbetter Games,Green Man Gaming Publishing,Number None,YETU GAME,GrizzlyGames,"SEGA, Feral Interactive (Mac)Franchise:Total War",Creability,Ankama Games,South East Games,Osumia Games,Cold Beam Games,Funcom,"Reverb Triple XP, Circle 5",S2 Games,"ThankCreate Studio, WhisperGames",Secret Exit Ltd.,Adriaan de Jongh,LR Studio,Sorath,Raw FuryFranchise:Kingdom,Camex Games,like Charlie,Brilliant Skies Ltd.,Dylan Fitterer,DolphinBarn,Streum On Studio,Diatomic Games,Payload Studios,TB Games,oddonegames,The Irregular Corporation,BANDAI NAMCO Entertainment America,Sam Barlow,Tripwire Interactive,Beamdog,Dan  Walters,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Big Fat Alien,NTTGame,Spasman Games,"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",Meridian4,PixelTail Games,Lighthouse Games Studio,Double Damage Games,BlackSpot Entertainment,Aspyr,KillHouse Games,Behaviour Interactive Inc.,"Lion Shield, LLC",CyberCoconut,Ice Water Games,Stardock EntertainmentFranchise:Sins of a Solar Empire,Reverb Triple XP,Kalypso Media DigitalFranchise:Tropico,Boss Key Productions,Dovetail Games - Trains,CakeEaterGames,Joycity,"StartupTim, LLC, Tim Sullivan",Alan Edwardes,Rogue Snail,U-Play Online,2K,Neko Climax Studios,Black Maple Games,Fruitbat Factory,"Monochrome, Inc",Thomas Bowker,Blender Foundation,Playa Games GmbHFranchise:Shakes and Fidget,Paradox InteractiveFranchise:Shadowrun,"Nether Productions, LLC","Dingaling Productions, LLC",U.S. Army,Konami Digital Entertainment,"RedCandleGames, Coconut Island Games, AGM PLAYISM",UbisoftFranchise:Assassin's Creed,Those Awesome Guys,Nexon America,RuneStorm,Creaky Corpse Ltd,Unreal Software,League of Geeks,Kalypso Media DigitalFranchise:Dungeons,Robot GentlemanFranchise:60,Devolver DigitalFranchise:Reigns,Bitbox Ltd.,"Gearbox Publishing, Aspyr (Mac)",Blind Sky Studios,Hanako Games,Lo-Fi Games,eam,Games,Clapfoot,"Cygames, Inc., Cygames Korea Inc.",Dinosaur Polo Club,"PlayWay S.A., Frozen District",KOG Games,Night School Studio,"Rocketeer Games Studio, LLC","Thekla, Inc.",Game Science,Clever Endeavour Games,THQ NordicFranchise:Red Faction,Finji,Zombie Panic Team,Afterthought LLC,Unknown Worlds Entertainment,"ldcard, Instinct Games, Efecto Studios, Virtual Basement LLC, Abstraction Games"
count,15,14,13,12,12,11,11,10,9,8,7,7,7,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
