,Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Multi-player,Full controller support,Online Multi-Player,Co-op,Partial Controller Support,Steam Leaderboards,Steam Workshop,Includes level editor,Cross-Platform Multiplayer,Online Co-op,Stats,In-App Purchases,Shared/Split Screen,MMO,Captions available,Valve Anti-Cheat enabled,Local Multi-Player,Local Co-op,HTC Vive,Oculus Rift,Seated,Includes Source SDK,Downloadable Content,Commentary available,Tracked Motion Controllers,Room-Scale,Standing,Gamepad,Keyboard / Mouse,SteamVR Collectibles,Windows Mixed Reality,Steam is learning about this game ,Mods,Mods (require HL2)
count,845,691,592,486,401,323,219,211,198,169,166,129,123,122,108,98,87,82,59,54,48,32,28,25,20,18,17,17,17,16,15,13,13,7,6,5,5,4
