,#Reviews,developer
14152,315,John Wizard
14153,11,Home Groan Games
14154,19,Carenado
14155,24,G5 Software
14156,50,Jake Olson
14157,802,WayForward
14158,16,Benjamin Famiglietti
14159,110,
14160,218,Cowardly Creations
14161,124,Absorb Reality
14162,75,Walter Machado
14163,"6,945",Red Dot Games
14164,185,Kerberos Productions Inc.
14165,25,On The Level Game Studios
14166,18,EmpI Studios
14167,60,
14168,151,Thylacine Studios
14169,"6,154",Blender Foundation
14170,"1,564",Realmforge Studios
14171,26,Rocket Bear Games
14172,213,KADOKAWA
14173,17,Humongous Entertainment
14174,438,Games With Dragons In
14175,48,Blaze Epic
14176,"2,968",stage-nana
14177,245,Forever Entertainment S. A.
14178,170,Rhema Press
14179,93,LinkSolutions Ltd.
14180,186,Press Play
14181,100,Polar Bunny Ltd
14182,552,"343 Industries, Vanguard Games"
14183,352,Owl Cave
14184,35,Haemimont Games
14185,897,Ostrich Banditos
14186,67,Sinister Design
14187,499,Rosebud Games
14188,25,AMPLITUDE Studios
14189,119,Daybreak Games
14190,"1,391",Retro Yeti Games
14191,"6,649",TB Games
14192,181,Positech Games
14193,227,Rainbow Studios
14194,33,Lunagames
14195,24,Caipirinha Games
14196,70,Hothouse Creations Ltd
14197,15,Viewpoint Games
14198,15,United Independent Entertainment GmbH
14199,63,Team Eyepatch
14200,38,"Cryo Interactive, Koalabs"
14201,89,New Reality Games
14202,38,Tazigen Clock
14203,23,Hooligans Entertainment
14204,64,Defiant Development
14205,31,nullplussoftware
14206,105,Triumph Studios
14207,403,Mint Age Studios
14208,22,"Escape Hatch Entertainment,LLC"
14209,142,earrgames
14210,878,HE SAW
14211,"1,799",Reiza Studios
14212,100,Dark Fox
14213,10,Dovetail Games
14214,231,Daedalic Entertainment
14215,95,"Alawar Entertainment, Amegami"
14216,499,nornware AB
14217,37,House of Tales
14218,11,First Class Simulations
14219,84,Steel Monkeys
14220,224,Blazing Griffin Ltd.
14221,18,Dovetail Games
14222,54,Astrosimer
14223,112,Cosmic Logic
14224,50,Mouldy Toof Studios
14225,236,"Nihon Falcom, Mastiff"
14226,279,Erotes studio
14227,"2,929","Expansive Worlds, Avalanche Studios"
14228,45,VIS-Games
14229,127,
14230,325,Michal Brzozowski
14231,74,Fantasy Flight Games
14232,90,House of Tales
14233,172,RunServer
14234,358,Sometimes You
14235,"38,784",Hyper Hippo Games
14236,217,Weird and Wry
14237,131,"Toadman Interactive, Fatshark"
14238,"1,136",
14239,"7,569",Obsidian Entertainment
14240,202,Funatics Software
14241,146,Funatics Software
14242,"2,351",Four Quarters
14243,12,Four Quarters
14244,20,Haemimont Games
14245,428,Artifex Mundi
14246,14,Zeiva Inc
14247,30,Renegade Sector Games
14248,43,House of Tales
14249,199,Kidalang
14250,122,DL Softworks
14251,348,STRIKEWORKS
14252,171,Leslaw Sliwko
14253,"1,067",Milestone S.r.l.
14254,26,Rail Slave Games
14255,550,"Blind Mind Studios, Glacicle"
14256,60,HYDEZEKE
14257,213,Javelin OÜ
14258,28,Dovetail Games
14259,91,"Black Chicken Studios, inc."
14260,525,Dreadbit
14261,206,"Good Morning, Commander"
14262,22,Alawar Entertainment
14263,20,Substantial
14264,14,Robert Dahlenburg
14265,13,Hunter Gatherer Games
14266,"1,157",Zeiva Inc
14267,86,Pixeljam
14268,110,ebi-hime
14269,120,Deep Silver Volition
14270,12,
14271,225,Virtual Racing Industries Ltd.
14272,250,Phoenix Studio
14273,"1,421",Ascension Entertainment LLC
14274,49,Bigmoon Studios
14275,161,TML-Studios
14276,12,Burning Dog Media
14277,258,SCS Software
14278,"1,949","Jetdogs Studios, Zoom Out Games"
14279,11,"Jetdogs Studios, Zoom Out Games"
14280,120,Millenium Project Enterprises
14281,222,Chris Sawyer
14282,184,Great Cogs
14283,70,Milestone S.r.l.
14284,14,Nerve Software LLC
14285,"1,445",Heartbit Interactive
14286,12,"Guilherme Nunes Barbosa, Lennie Svensson, Morgan Andersson"
14287,14,Social Loner Studios
14288,73,Brainchild
14289,27,Kikiwik Games
14290,136,Triangle Studios
14291,17,Pixel Elephant
14292,52,BlueLine Games
14293,22,AV media lab
14294,60,Dovetail Games
14295,27,Krome Studios
14296,130,DIMPS
14297,13,Carenado
14298,30,InvertMouse
14299,787,Cornfox &amp; Bros.
14300,166,David Mulder
14301,742,GRIN
14302,105,Tom Johnson
14303,46,Alawar Entertainment
14304,282,Mana Games
14305,359,InterAction studios
14306,39,Conflux Games
14307,113,MAGES. Inc.
14308,95,Anarchy Enterprises
14309,21,LucasGame
14310,100,Choice of Games
14311,21,Belsimtek
14312,98,Modern Dream
14313,526,Still Running
14314,294,Rubycone
14315,"23,403",Moon Studios GmbH
14316,23,"Daniel Ritchie - Squirreldome.com, Philip Staiger - TheBest3D.com"
14317,"9,613",kChamp Games
14318,25,"Automata Source, Quirkafleeg"
14319,153,Farlight Games Industry
14320,16,Shaman Games Studio
14321,425,Kunos Simulazioni
14322,268,Cherry Co. Studios
14323,34,Tin Man Games
14324,362,Tonguç Bodur
14325,592,JAVELIN OÜ
14326,20,Dovetail Games
14327,"1,156",Camshaft Software
14328,24,G-OLD
14329,"1,564",Firaxis Games
14330,14,Carenado
14331,85,Toasty Games
14332,17,Sector3 Studios
14333,"48,189",Colossal Order Ltd.
14334,55,MoeNovel
14335,20,Outer Grid Games LLC
14336,149,Wyse Games
14337,"5,085",Scott Cawthon
14338,573,Blackfire Games
14339,17,FSAddon Publishing
14340,18,"TT Games, Feral Interactive (Mac)"
14341,26,Rock Pocket Games
14342,11,Antiproto
14343,39,PlayWay S.A.
14344,32,"Artizens, Inc."
14345,49,Christopher Cinq-Mars Jarvis
14346,104,Mykhail Konokh
14347,"7,306",Rebellion
14348,26,ASTRO PORT
14349,208,Primal
14350,"1,065",11 bit studios
14351,"1,500","Jetdogs Studios, Fineway Studios"
14352,"2,278",Might and Delight
14353,18,Gearbox Software
14354,119,CREATIVE ASSEMBLY
14355,"1,298",SDEnterNet
14356,"3,627",Last Bastion Studios LLC
14357,220,Every Single Soldier
14358,53,Cylne
14359,15,Dovetail Games
14360,14,Jerseyware Gaming
14361,88,Connor Ullmann
14362,200,"Crescent Moon Games, Cinopt Studios"
14363,39,NuclearFirecracker
14364,"2,625","Nina Freeman, Emmett Butler, Decky Coss, Joni Kittaka"
14365,12,Battlebard Games
14366,978,Lonely Troops
14367,33,Green Sauce Games
14368,304,Neckbolt
14369,735,"SNK CORPORATION, Code Mystics"
14370,85,Nonadecimal Creative
14371,379,FiolaSoft Studio
14372,41,Warfare Studios
14373,10,Eridani Games
14374,10,Ironcode Gaming
14375,405,"Milan Kazarka, Jeroen van Oosten"
14376,202,Image Space Incorporated
14377,29,Image Space Incorporated
14378,50,"Flat Earth Games, Epiphany Games"
14379,795,Loren Lemcke
14380,25,Leikir Studio
14381,38,Loading Home
14382,16,"Just Add Water (Developments), Ltd."
14383,48,"Just Add Water (Developments), Ltd."
14384,"1,785","Just Add Water (Developments), Ltd."
14385,123,"Alan Hazelden, Benjamin Davis"
14386,21,Big Ant Studios
14387,"5,134","Gearbox Software, Aspyr (Mac)"
14388,29,Holotech Studios
14389,497,Ian Isaro
14390,56,Thoughtshelter Games
14391,283,Camouflaj
14392,13,Dovetail Games
14393,11,Dovetail Games
14394,30,Paradox Development Studio
14395,259,Paradox Development Studio
14396,37,Paradox Development Studio
14397,56,Anvate Games
14398,192,Artifex Mundi
14399,108,"Alawar Entertainment, Toyman Interactive"
14400,16,"Upper One Games, E-Line Media"
14401,33,Hanaji Games
14402,215,Iridium Studios
14403,26,Mixamo
14404,210,Freebird Games
14405,70,"Pocket Games, Fluid Games, GodSpeed Games"
14406,30,TBA Games
14407,20,Little Green Men Games
14408,14,Dovetail Games
14409,54,Matt Edzenga
14410,71,Alawar Entertainment
14411,"1,318",Anteater Games
14412,27,Trenton Ng
14413,175,Idea Factory
14414,60,Brian Cullen
14415,"1,941",Erik Asmussen
14416,155,Mode 7
14417,"3,479",Keen Software House
14418,163,Digitalmindsoft
14419,"1,884",Anisoptera Games
14420,30,Keen Software House
14421,32,Great War Team
14422,363,KING Art
14423,73,Specialbit Studio
14424,52,DL Softworks
14425,12,"Flashback Games, The Lordz Games Studio"
14426,52,Glass Bottom Games
14427,"4,142",Spasman Games
14428,16,CyberphobX
14429,57,Gamepires
14430,558,Fermenter Games
14431,19,Chaos Industries
14432,"10,723",CREATIVE ASSEMBLY
14433,192,CREATIVE ASSEMBLY
14434,13,Red Herring Labs
14435,155,Red Herring Labs
14436,"6,476",Defiant Development
14437,19,StaudSoft
14438,77,Eugen Systems
14439,291,Dingo Games
14440,74,
14441,303,Reiza Studios
14442,25,Jane Rachel Whittaker
14443,11,m07games
14444,16,Psychic Software
14445,31,Moon Spider Studio
14446,34,Haemimont Games
14447,"4,706",Failbetter Games
14448,203,Emmanuel Salva Cruz
14449,40,Cabygon
14450,10,Elijah Mills
14451,79,Payload Studios
14452,353,CounterCurrent Games
14453,18,Ignition Games Inc.
14454,129,DarkArts Studios
14455,15,Rainbow Games
14456,36,Thorsten Schleinzer
14457,699,Playboom
14458,105,Reiza Studios
14459,496,Microblast Games
14460,21,Squirrelbot Games
14461,13,Aldorlea Games
14462,472,Black Shell Games
14463,248,Moonlight Mouse
14464,746,Back To Basics Gaming
14465,14,Philip Royer
14466,"1,960",Alientrap
14467,86,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
14468,144,Aegon Games
14469,77,Stuart Chatwood
14470,30,Alawar
14471,46,Jan Zizka
14472,44,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
14473,24,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
14474,29,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
14475,"1,386",Animu Game
14476,21,InvertMouse
14477,11,HappyGiant
14478,32,Dovetail Games
14479,"13,187",Atelier 801
14480,"4,832",Archive Entertainment
14481,"3,423",Double Fine Productions
14482,59,Michael Brough
14483,22,
14484,21,KURONEKO SOFT
14485,58,Blaze Epic
14486,18,Raxi Petrov
14487,42,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
14488,33,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
14489,15,Autumn Moon
14490,17,Nevosoft
14491,12,Dovetail Games
14492,12,First Class Simulations
14493,69,Lazy Bum Games
14494,"22,846",Spiderling Studios
14495,"18,834",Beam Team Games
14496,"2,011",Petroglyph
14497,27,Petroglyph
14498,62,amulware
14499,95,Synset
14500,16,Rake in Grass
14501,67,PHL Collective
14502,"2,132",MAGES. Inc.
14503,832,"Binary Zoo, The Game Creators"
14504,12,"Daniele Giardini, Isak J Martinsson"
14505,13,SeattleEgg
14506,21,Raylight Games
14507,14,"CorypheeSoft, DigitalEZ"
14508,18,2SD
14509,22,BSK Games
14510,331,StephenAllen
14511,18,Zeiva Inc
14512,"1,458",Winged Cloud
14513,246,Forever Entertainment S. A.
14514,145,Zeno Rogue
14515,14,Kisareth Studios
14516,48,
14517,32,Union Workshop
14518,385,
14519,"1,609",Cat5Games
14520,238,Iteration 11
14521,152,"Dreadlocks Mobile, Silicon Jelly"
14522,"5,166","Deep Silver Volition, High Voltage Software"
14523,179,Rubicon Development
14524,445,Daedalic Entertainment
14525,135,Eden Industries
14526,102,URSE Games
14527,18,Ghost Machine
14528,370,DotEmu
14529,567,"Rodeo Games, Twistplay"
14530,69,Funnel Inc.
14531,171,Atypical Games
14532,181,Nicolas Pierre-Loti-Viaud
14533,21,Haemimont Games
14534,51,Dovetail Games
14535,"4,084","BitMonster, Inc."
14536,15,roseVeRte
14537,144,Dharker Studio
14538,16,ARTDINK
14539,10,ARTDINK
14540,134,MeDungeon Ltd.
14541,100,Camel 101
14542,61,
14543,87,Breaking Fourth
14544,346,Forever Entertainment S. A.
14545,15,HCP Games
14546,114,InvertMouse
14547,79,Nexeon Studios
14548,16,ByteTrail Software
14549,669,Gameguyz
14550,10,Vagabond Dog
14551,17,Celianna
14552,74,TRI.G
14553,30,Johan Aronsson
14554,27,Nooner Bear Studio
14555,26,Eversim
14556,17,Matthew Jennings
14557,32,Immunity Studios
14558,81,"Jsmael Stieger, Manuel Stieger, Andreas Stieger"
14559,111,Eversim
14560,28,"TT Games, Feral Interactive (Mac)"
14561,58,1C Wireless
14562,367,Fresh3D
14563,"9,078",Microsoft Game Studios
14564,19,Hyper Hippo Games
14565,618,Dodge Roll
14566,191,Duelboot
14567,52,Dovetail Games
14568,"12,918",DoubleDutch Games
14569,72,Hex Keep
14570,"13,298",
14571,"26,352",Shumkov Dmitriy
14572,"1,615",Choice of Games
14573,333,"Playdek, Inc."
14574,53,Glowforth
14575,"14,411",Croteam
14576,61,Croteam
14577,29,Croteam
14578,86,Croteam
14579,459,Renegade Kid
14580,35,Egosoft
14581,31,Foundry
14582,"3,705",Brytenwalda
14583,27,Dovetail Games
14584,100,"Parody Games, LLC"
14585,79,Team Flow
14586,17,"Arc System Works Co., Ltd."
14587,784,Arc System Works
14588,32,Eagle Dynamics SA
14589,21,KTX Software
14590,433,Black Pants Studio
14591,12,Midnart
14592,357,"CorypheeSoft, DigitalEZ"
14593,218,Rogue Entertainment
14594,137,Light Echo
14595,"1,206",KintoGames
14596,83,vertex4 entertainment ltd.
14597,13,DigitalWorldEntertainment
14598,"6,381",Dingaling
14599,46,Flat Earth Games
14600,"11,701",BlankMediaGames
14601,13,Victory Works
14602,103,"Dejobaan Games, LLC, Popcannibal"
14603,43,Arrowhead Game Studios
14604,39,Flying Wild Hog
14605,63,blamedrop
14606,32,TIKIPOD
14607,382,Benjamin Bryant
14608,59,Rob Lach
14609,108,SCS Software
14610,85,GameArt Studio GmbH
14611,49,Silent Dreams
14612,"3,484","JumpStart Games, Inc."
14613,"1,881","Schine, GmbH"
14614,"1,490",DoubleBear Productions
14615,190,Tortuga Team
14616,480,"Schine, GmbH"
14617,123,Torus Games
14618,913,3 Sprockets
14619,13,"Mighty Rabbit Studios, Relevant Games"
14620,76,BigBlaze Games
14621,119,Brave Giant LTD
14622,11,Wastelands Interactive
14623,444,Vigilant Addiction Studios
14624,122,
14625,27,GalaxyTrail
14626,17,Kids up hill
14627,92,Glass Knuckle Games
14628,75,Sanuk Games
14629,197,Causal Bit Games Inc.
14630,53,Neon Serpent LLC
14631,16,Dovetail Games
14632,83,Dovetail Games
14633,14,RuneStorm
14634,122,Zoetrope Interactive
14635,16,"Infotread, LLC"
14636,"12,351",Ivory Tower in collaboration with Ubisoft Reflections
14637,192,Ivory Tower in collaboration with Ubisoft Reflections
14638,24,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
14639,28,Mixel
14640,329,"Claudio Norori, Antonio Vargas, Martin Norori"
14641,34,MagicIndie
14642,"6,623",Dekovir Entertainment
14643,21,Red Hedgehog
14644,23,Torn Banner Studios
14645,"2,412",MoeNovel
14646,18,Dreampainters Software
14647,29,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
14648,831,"Lucid Games, Aspyr (Mac &amp; Linux)"
14649,129,With The Love Studios
14650,19,Dovetail Games
14651,82,Five Archers Games
14652,55,Anthony Case
14653,107,Wonderstruck
14654,11,YETi CGI
14655,17,Funky Logic Studios
14656,229,
14657,"3,796",Infinity Plus 2
14658,22,Quaternion Studio
14659,"1,013",WhiteMoon Dreams
14660,147,Bacon Bandit Games
14661,19,"TT Games, Feral Interactive (Mac)"
14662,306,Zoetrope Interactive
14663,300,Awoker Games
14664,23,Hunted Cow Studios
14665,12,xinoro
14666,25,Sector3 Games
14667,189,Spellbound AG
14668,457,"OCR Dev Team, Onur Uça"
14669,49,Cinemaware
14670,57,Daniel Linssen
14671,90,Double Eleven
14672,"38,788",11 bit studios
14673,724,Numantian Games
14674,123,BrashMonkey
14675,251,Orange_Juice
14676,27,Cockroach Inc.
14677,12,Katakura Hibiki
14678,31,RosePortal Games
14679,119,WINGED SAKURA GAMES
14680,628,Copybugpaste
14681,74,Patrice Meneguzzi
14682,"1,532",Digital Leisure Inc.
14683,498,Codemasters
14684,"1,556","Vblank Entertainment, Inc."
14685,"1,694","TT Games Ltd, Feral Interactive (Mac)"
14686,114,Exquisite Games
14687,60,TML-Studios
14688,46,Crenetic GmbH Studios
14689,50,Stainless games
14690,72,IPACS
14691,22,Kyy Games
14692,34,Haemimont Games
14693,462,Santa Ragione
14694,83,Smokebox
14695,15,"MicroProse Software, Inc"
14696,14,Unknown Worlds Entertainment
14697,10,Dharker Studio
14698,12,Bibiki
14699,644,8-Bit Studio
14700,45,Positech Games
14701,41,Netcore Games
14702,43,Dark Gaia Studios
14703,18,AMPLITUDE Studios
14704,"6,204",AMPLITUDE Studios
14705,32,Deadghost Interactive
14706,"3,005",Double Fine Productions
14707,53,Condition One
14708,25,"CyberConnect2 Co., Ltd."
14709,175,Greg Lobanov
14710,203,Artifex Mundi
14711,200,Super Icon Ltd
14712,31,CBE software s.r.o.
14713,"1,452",
14714,195,Essence Ltd.
14715,17,The Secret Pie
14716,29,New Reality Games
14717,28,Shorebound Studios
14718,31,Mårten Jonsson
14719,14,Nomad Games
14720,16,Ronimo Games
14721,37,Rebellion
14722,17,Tom De Roeck
14723,351,Mountain Sheep
14724,"9,764",Double Action Factory
14725,30,Kraken Empire
14726,"10,282","Firaxis Games, Aspyr (Mac), Aspyr (Linux)"
14727,"2,808","Tomi Maarela, Elias Viglione"
14728,17,Humongous Entertainment
14729,47,Humongous Entertainment
14730,49,"Accolade, Inc."
14731,31,"Cyberlore Studios, Inc., Accolade"
14732,46,"Accolade, Inc."
14733,101,"Accolade, Inc."
14734,38,"Epic MegaGames, Vision Software"
14735,13,Propelled Bird Software
14736,"2,288",Milkstone Studios
14737,"4,626",KillHouse Games
14738,41,DoubleDutch Games
14739,28,Glitchy Pixel
14740,28,"CyberConnect2 Co., Ltd."
14741,15,Ino-Co Plus
14742,367,Full Control
14743,177,Alkemi
14744,15,"CyberConnect2 Co., Ltd."
14745,121,Paradox Development Studio
14746,14,Paradox Development Studio
14747,18,Paradox Development Studio
14748,19,Paradox Development Studio
14749,29,Zotnip
14750,185,Bossa Studios
14751,28,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)"
14752,264,"Rudolf Kremers &amp; Alex May, Tuna"
14753,94,Cape Copenhagen
14754,51,ViewApp
14755,469,"Phoenix Online Studios, Pinkerton Road Studio"
14756,"1,565",Almost Human Games
14757,12,Blue Isle Studios
14758,61,Winter Wolves
14759,137,Lavaboots Studios
14760,24,Victory Works
14761,277,Rat King Entertainment
14762,79,Grundislav Games
14763,62,"MicroProse Software, Inc"
14764,36,"MicroProse Software, Inc"
14765,238,"MicroProse Software, Inc"
14766,67,Zeppelin Studio
14767,46,Thomson Interactive
14768,54,Cyanide Studio
14769,233,Moonrise Interactive
14770,"1,245","SNK CORPORATION, DotEmu"
14771,153,"Holden Boyles, Ciprian Stanciu"
14772,45,Microids
14773,121,Magnitude 3
14774,60,"Magenta Factory, 过路乐师A"
14775,96,Toco Games
14776,121,Extend Studio
14777,29,"Archeia, Degica"
14778,12,NYP
14779,"1,936",9heads Game Studios
14780,117,Junction Point
14781,22,Behaviour Interactive
14782,52,Avalanche Software
14783,43,Behaviour Interactive Inc.
14784,132,Avalanche Software
14785,331,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
14786,"33,997","Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux)"
14787,66,ChessBase
14788,"3,823",FireFly Studios
14789,70,"Sujin Ri, Marcos Arroyo, Seona Lee, Somi Lee, Sohyeon Jeon"
14790,16,Lucid Games Ltd
14791,208,CreativeForge Games
14792,"1,338",Hidden Path Entertainment
14793,"4,055",Arrowhead Game Studios
14794,57,Italic Pig
14795,12,Icarus Games
14796,555,Deck13 Hamburg
14797,29,"CyberConnect2 Co., Ltd."
14798,788,Qwiboo Ltd
14799,170,"Moss Co., Ltd."
14800,207,Worthless Bums
14801,14,Deck 13
14802,47,Green Lava Studios
14803,860,Terri Vellmann
14804,13,Maus Software
14805,61,Dynamic Games
14806,120,Cyanide
14807,62,Triumph Studios
14808,26,Ankama Studio
14809,26,Ankama Studio
14810,73,The Domaginarium
14811,48,Ripatti Software
14812,58,One-bit Punch
14813,303,electrolyte
14814,"1,296",REMIMORY
14815,"4,000","CyberConnect2 Co., Ltd."
14816,61,Trickster Arts
14817,54,Homa Design
14818,12,Team 6 Studios
14819,15,Brain Bombers
14820,"3,252","Gravvit Ltd, Forbes  Consult Ltd"
14821,76,Fledermaus
14822,15,CREATIVE ASSEMBLY
14823,177,Confused Pelican
14824,12,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)"
14825,21,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)"
14826,106,"Darius Bode, Barbara Bode"
14827,19,Dovetail Games
14828,148,Rasmus Ljunggren
14829,158,Artifex Mundi
14830,22,BS1 &amp; BSL Team
14831,28,Snack Games
14832,23,Lionhead Studios
14833,20,Lionhead Studios
14834,"4,261",Lionhead Studios
14835,119,WildTangent
14836,"2,708",Team Reptile
14837,243,Social Loner Studios
14838,30,Kardfy Studios
14839,11,Ronimo Games
14840,11,Ronimo Games
14841,"12,630",Eko Software
14842,302,Choice of Games
14843,19,Choice of Games
14844,192,Nine Dots Studio
14845,22,Psychotic Psoftware
14846,18,Aldorlea Games
14847,59,Microids
14848,94,Ageod
14849,17,RealAxis Software
14850,16,Nordcurrent
14851,"1,628",Matthew Brown
14852,196,LGK Games
14853,34,Conrad Nelson
14854,11,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)"
14855,34,Eugen Systems
14856,102,Hanako Games
14857,390,
14858,11,YorkshireRifles
14859,17,Ubisoft - San Francisco
14860,"1,720",Xaviant
14861,16,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)"
14862,16,N3V Games
14863,38,N3V Games
14864,23,
14865,49,Tin Man Games
14866,837,SFB Games
14867,"9,544",David OReilly
14868,33,dtp Entertainment
14869,"1,382",Magenta Factory
14870,891,HB Studios
14871,101,VIS-Games
14872,15,Eagle Dynamics SA
14873,25,Vexel Games
14874,"15,036",Scott Cawthon
14875,57,"Ludeme Games, Sirlin Games"
14876,644,1C-SoftClub
14877,14,Warlock Arts
14878,149,Biart Company LLC
14879,36,"KOEI TECMO GAMES CO., LTD."
14880,41,GalaxyTrail
14881,59,"MR-Software GbR, Rolf Westphalen"
14882,"4,115",Cosmic Cow LLC
14883,40,Vagabond Dog
14884,144,CREATIVE ASSEMBLY
14885,42,Winter Wolves
14886,28,Dovetail Games
14887,16,Dovetail Games
14888,"4,168","Dan  Walters, Ceri Williams"
14889,"1,216",SCS Software
14890,140,"Castle Pixel, LLC."
14891,176,
14892,11,Polynetix Studio
14893,60,TML-Studios
14894,18,LGK Games
14895,"1,197",Katauri
14896,208,Bedtime Digital Games
14897,"3,358",DR Studios
14898,10,"KOEI TECMO GAMES CO., LTD."
14899,81,SMG Studio
14900,96,Sunken Places
14901,17,"KOEI TECMO GAMES CO., LTD."
14902,20,SMG Studio
14903,13,"KOEI TECMO GAMES CO., LTD."
14904,"5,366",Capcom
14905,13,Dovetail Games
14906,16,"Polynetix Studio, WIWD Development"
14907,98,Winged Pixel Inc.
14908,"3,652",Brilliant Skies Ltd.
14909,"1,214",Night Node
14910,45,Capcom
14911,"1,225",Dead Shark Triplepunch
14912,27,Rebellion
14913,14,The Working Parts
14914,147,"Badru, Michael Bell, Zoe Vartanian, Adam Murgittroyd, Meagan Malone, Jeffrey Klinicke, Shadie Hijazi, Jacob Leach, Aron Miller, Isa Hutchinson"
14915,96,TickTock Games
14916,14,Leadwerks Software
14917,101,Rake in Grass
14918,"1,734",Masthead Studios Ltd
14919,44,Shaman Games Studio
14920,802,Touz
14921,"3,080",JForce Games
14922,37,"The Software Farm, Sunlight Games, Sierra Entertainment"
14923,58,Winter Wolves
14924,142,The Lordz Games Studio
14925,136,Nerdook Productions
14926,32,
14927,"8,784",Fireproof Games
14928,123,DragonSix
14929,"1,046",Elliptic Games
14930,162,Elliptic Games
14931,"3,135",Nihon Falcom
14932,45,"RSUPPORT Co., LTD."
14933,15,"RSUPPORT Co., LTD."
14934,153,Actalogic
14935,89,Pyrodactyl
14936,"2,621",Subvert Games
14937,"2,070",EVGA
14938,255,Adam Spragg
14939,26,WayForward Technologies Inc.
14940,108,Eversim
14941,286,Section Studios
14942,54,Gunnar Games
14943,11,Dovetail Games
14944,34,Dovetail Games
14945,48,Extend Studio
14946,313,b-alive gmbh
14947,17,Rebellion
14948,33,b-alive gmbh
14949,56,b-alive gmbh
14950,72,b-alive gmbh
14951,27,Rebellion
14952,20,b-alive gmbh
14953,38,b-alive gmbh
14954,29,b-alive gmbh
14955,108,Lemondo Entertainment
14956,10,b-alive gmbh
14957,15,b-alive gmbh
14958,"1,488",Bernt Andreas Eide
14959,87,Highcastle Studios
14960,21,Winter Wolves
14961,101,Nerd Monkeys®
14962,"3,401",Stainless Games
14963,282,Paul Marrable
14964,72,"Elias Viglione, Jussi Kukkonen"
14965,11,Icarus Games
14966,22,"Moonshark, Inc."
14967,"2,834",Aperture Tag Team
14968,23,Kerberos Productions Inc.
14969,674,WayForward
14970,89,Alawar
14971,30,Shaman Games Studio
14972,185,Wonderfling
14973,54,ViWo Games
14974,512,Night Light Interactive
14975,255,Super Duper Garrett Cooper
14976,25,Pixelatto
14977,19,Super Duper Garrett Cooper
14978,"2,525",Love in Space
14979,"5,401",Winged Cloud
14980,121,Bojan Brbora
14981,10,initials
14982,23,Dovetail Games
14983,19,Johansteam
14984,56,Infamous Quests
14985,23,Aldorlea Games
14986,377,Tap It Games
14987,40,Cranberry Production
14988,10,RealAxis Software
14989,"1,854",Tlön Studios
14990,18,Room 8 Studio
14991,38,Ionising Software
14992,43,Tlön Studios
14993,75,Hexage
14994,"6,038",KOG
14995,288,Kitfox Games
14996,261,Best Way
14997,269,"Bat Country Games, LLC"
14998,13,"Fancy Bytes, Reactor"
14999,35,rokaplay
15000,654,ioneo
15001,241,Humongous Entertainment
15002,64,Pulse Entertainment
15003,133,Ageod
15004,180,Legend Studio
15005,109,I Fight Bears
15006,103,DQ Team
15007,"7,038",X-Legend
15008,59,The Mustard Corporation
15009,580,TickTock Games
15010,162,d3t
15011,19,Jugilus
15012,"2,615",STUDIO RADI-8
15013,11,The Mustard Corporation
15014,656,rdein
15015,33,SleepNinja Games
15016,143,Orange_Juice
15017,103,Orange_Juice
15018,17,Parseh Game Studio
15019,439,"Future Games, Unknown Identity"
15020,330,Spicy Tails
15021,333,Choice of Games
15022,148,Choice of Games
15023,90,Silesia Games Sp. z o.o.
15024,68,BlackMoon Design
15025,193,Cyanide Studio
15026,"1,249",NeocoreGames
15027,151,Excalibur
15028,193,Bane Games
15029,16,Wastelands Interactive
15030,147,"RVL Games, exosyphen studios"
15031,158,Turnopia
15032,57,MC2
15033,36,Winter Wolves
15034,88,30.06 Studios Ltd
15035,45,Wastelands Interactive
15036,28,Humongous Entertainment
15037,15,Humongous Entertainment
15038,16,Humongous Entertainment
15039,11,Humongous Entertainment
15040,43,Humongous Entertainment
15041,131,Silden
15042,23,Colossal Games
15043,173,Ironsun Studios
15044,137,Jujubee S.A.
15045,208,Volition Inc
15046,768,"YOTSUBANE, Adventure Planning Service"
15047,242,Slitherine Ltd.
15048,"3,563",Microblast Games
15049,37,"TREND, Soft Pro"
15050,93,Microblast Games
15051,338,
15052,"4,812",SmashGames
15053,91,"10th Art Studio, Daring Touch"
15054,94,Krita Foundation
15055,399,Gojira
15056,94,Anthony Case
15057,54,3f Interactive
