,#Reviews,developer
4350,"1,105",Breadman
4351,43,Crankies Smartworks
4352,17,JDRumble
4353,11,Dexion Games
4354,61,TeamTop Games
4355,42,Jujubee S.A.
4356,688,ZuoBuLaiGame
4357,61,EfimovMax
4358,35,Just1337 Studio
4359,143,
4360,10,Bento Studio
4361,26,Stroboskop
4362,10,SC Jogos
4363,76,GamerzDan
4364,31,Ghostbutter
4365,13,Hipix Studio
4366,29,For Kids
4367,"1,446",JetCat Games
4368,19,Paul C. K. W
4369,252,Obscurasoft
4370,24,YIMING ZHANG
4371,17,Dark Nebulae
4372,10,Darren N Lory
4373,13,Michaela Laws
4374,14,Oudidon
4375,253,Nickervision Studios
4376,12,TotalDistraction
4377,37,Nitrous Butterfly
4378,"2,158",Ninja Kiwi
4379,15,Infernal Anvil Games
4380,56,Supertype
4381,10,DUEL
4382,353,Grid Sage Games
4383,16,3 Sprockets
4384,75,Salamandra88
4385,40,"KOEI TECMO GAMES CO., LTD."
4386,11,"KOEI TECMO GAMES CO., LTD."
4387,111,"KOEI TECMO GAMES CO., LTD."
4388,214,Acute Games
4389,16,Ruaz.404
4390,29,Blueshift Media
4391,214,Crasleen Games
4392,10,2xMilk
4393,22,Laush Dmitriy Sergeevich
4394,125,Mandragora
4395,261,Laundry Bear Games
4396,10,XGen Studios
4397,26,shysaursoft
4398,30,Super Suite Studios
4399,225,
4400,263,"Maciej Targoni, Michal Pawlowski"
4401,197,Ultrabit
4402,137,Iron 27
4403,21,Retrific
4404,39,Grip Top Games
4405,14,GoldenGod Games
4406,34,Nival
4407,212,Darius Bode
4408,13,Naturally Intelligent
4409,46,Brutal Muse Studio
4410,28,Echo607
4411,46,Red Dot Games
4412,53,NukGames
4413,29,SOFF Games
4414,120,Combo Breaker
4415,11,RhinoGearz
4416,32,Creability
4417,34,Francesco Pellaco
4418,58,Kite Games
4419,64,Studio Fizbin
4420,869,Extreme Developers
4421,26,NewWestGames
4422,13,Hannes Delbeke
4423,47,Moonray Studios
4424,12,Ozapell
4425,329,"Terri Vellmann, Doseone"
4426,10,SimProse Studios
4427,212,Mahdi Bahrami
4428,10,Valut
4429,10,
4430,30,MAGIX Software GmbH
4431,23,Ripknot Systems
4432,37,Aetheric Games
4433,86,
4434,10,Recotechnology S.L.
4435,84,TG Nord
4436,265,sen
4437,25,Damp Gnat
4438,26,Spicy Gyro Games
4439,11,DolpGames
4440,11,ExperaGameStudio
4441,569,Forgotten Key
4442,11,Fourfold Games
4443,90,Bugbyte Ltd.
4444,10,Daniel Griffin
4445,15,The Vanir Project
4446,"1,867",
4447,135,Cybergrotex
4448,12,
4449,12,
4450,22,
4451,17,"TT Games, Traveller's Tales"
4452,215,
4453,56,Orange_Juice
4454,"1,527",Behaviour Digital Inc.
4455,12,StarSystemStudios™
4456,90,致意
4457,16,Cuveet Story
4458,16,TSS Studio
4459,16,Alexey Volonsky
4460,29,"KUMA, LLC"
4461,93,Interactive Gaming Studios
4462,22,Sticky Studios
4463,85,Andrew Rodenhiser
4464,36,Blaster Games Studio
4465,10,Nedodnb
4466,15,Recreat4
4467,50,FURYU Corporation
4468,58,Albatros Softworks
4469,14,Laush Dmitriy Sergeevich
4470,170,Sixteen Tons Entertainment
4471,10,
4472,95,Black Forest Games
4473,139,Red Dot Games
4474,53,"Charles University, Czech Academy of Sciences"
4475,14,Vifth Floor
4476,20,
4477,41,Artyom Laletin
4478,23,
4479,949,Dieselmine
4480,29,Arcade Injection
4481,114,"Kevin Nitschmann, Christian Rolle"
4482,33,Kabuk Games
4483,39,Donley Time Foundation
4484,723,AIGRIND
4485,12,O.P. Games
4486,327,"Riposte Games &amp; Co, Inc"
4487,22,
4488,49,
4489,25,
4490,73,EvilCoGames
4491,29,bad monkee
4492,19,Frolov Pavel
4493,20,NedoStudio
4494,28,
4495,433,IObit
4496,84,Neuronality
4497,"47,219",Stunlock Studios
4498,225,Stunlock Studios
4499,12,Stunlock Studios
4500,19,Lions Crayons Games
4501,73,Tarsier Studios
4502,86,Sports Interactive
4503,"4,404",Sports Interactive
4504,108,Sports Interactive
4505,208,HL-Galgame
4506,56,
4507,74,
4508,57,Tonguç Bodur
4509,55,"Nikita ""Ghost_RUS"""
4510,22,QuickSave
4511,"2,409",Team Nekojishi
4512,27,Fatalitech
4513,14,
4514,67,"Nikita ""Ghost_RUS"""
4515,12,Nocturne Games
4516,12,
4517,214,Giants Software
4518,42,CUTE ANIME GIRLS
4519,63,Topstitch Games
4520,13,
4521,79,Class of  2016-2017
4522,76,Volha
4523,31,Enrick Lambert
4524,20,Frostbullet
4525,222,Appeal
4526,10,BoxFrog Games
4527,"9,172",Wargaming Group Limited
4528,14,The Most
4529,14,AMPLITUDE Studios
4530,75,"Dragonfly GF Co., LTD"
4531,631,Industry Games
4532,19,Sunward Games
4533,36,
4534,147,MMEU
4535,115,Degica
4536,36,Effimera Studio
4537,13,Rafael Farias
4538,15,
4539,15,
4540,28,SUNSET GAMES
4541,25,
4542,12,For Kids
4543,20,"owl., Jonas Tintenseher, BáiYù, Andrewus, Atomic-Invasion, Butterfly Wisps, Noyemi Karlaitė, Mama J, Shida"
4544,20,Aslak Studio
4545,33,Norn / Miel
4546,39,"Keybol, Nitrome Limited, Mike Studios"
4547,15,Los Exaltados
4548,96,PLut
4549,459,Trinket Studios
4550,23,DevPossible
4551,15,For Kids
4552,29,
4553,10,"Yuke's Co., LTD, Visual Concepts"
4554,21,
4555,520,NS STUDIO
4556,22,Blender Games
4557,135,
4558,477,inbetweengames
4559,65,Easy game
4560,21,LIU TING
4561,12,Epic Fire
4562,13,RMking
4563,11,PixelGreeds
4564,13,ANV Team
4565,10,David Su
4566,16,Snkl Studio
4567,10,HoneyBeeSoftware
4568,20,Vionsoft
4569,604,Blue Brain Games
4570,145,"KING Art, upjers"
4571,411,AtomTeam
4572,13,"Tero Lunkka, BlackThug"
4573,26,Big Fat Simulations Inc.
4574,16,
4575,21,"Starfish-SD Inc, mebius"
4576,163,Tamamo Studio
4577,168,Dieselmine
4578,85,Violet Feature
4579,123,BANDAI NAMCO Studios Inc.
4580,412,Infinite Dreams
4581,233,"KOEI TECMO GAMES CO., LTD."
4582,12,Wolverine Studios
4583,19,"CITY CONNECTION, Chara-Ani"
4584,28,Rhythmical Badass
4585,95,
4586,24,Shazard G Bansraj
4587,183,DistrictWare inc.
4588,498,Marco Amadei
4589,24,Mikhail Melnikov
4590,49,Oxeye Game Studio
4591,32,"Matthew.P, Sacred Walrus"
4592,59,"Callipygian Games, LLC"
4593,13,Brzezinski
4594,11,
4595,18,DaTigerGame
4596,21,NorthernLights Games
4597,48,"Joshua Williams, Evil Tortilla Games Incorporated"
4598,24,SharkGame
4599,37,Funforge
4600,117,Ambiera
4601,58,Absolutist Ltd.
4602,523,Team DOTS
4603,150,Tasharen Entertainment Inc.
4604,17,AuroraCorp
4605,25,
4606,111,"KOEI TECMO GAMES CO., LTD."
4607,23,"KOEI TECMO GAMES CO., LTD."
4608,48,Ink Stains Games
4609,"1,320",Zachtronics
4610,"1,503","Grimlore Games, THQ Nordic"
4611,28,Aleksandar Kuzmanovic Games
4612,15,Marginal act
4613,14,
4614,368,Nezon Production
4615,10,Kresimir Cvitanovic
4616,11,Thetis Games
4617,766,SEROSOO
4618,296,Nihon Falcom
4619,16,"LAME Dimension, Flying Pudding Studios"
4620,12,SVC Games
4621,194,Lose
4622,917,Mutant Entertainment Studios
4623,16,Timba Games
4624,18,LillyWelland inc.
4625,187,Valga Games Studio
4626,26,Red Dot Games
4627,14,Phil Fortier
4628,29,GameHouse
4629,13,
4630,12,Quiet River
4631,42,Caliburn Studio
4632,11,Play365
4633,27,DAB Entertainment
4634,19,FireFly Studios
4635,"1,786",SCS Software
4636,179,Going Loud Studios
4637,719,Juppiomenz
4638,30,Nickelodeon
4639,14,"Сrazy Creator, Rosyaev"
4640,15,
4641,"5,198",Freebird Games
4642,172,Dovetail Games
4643,198,
4644,21,
4645,49,Spiele-Palast GmbH
4646,100,ミナプラス
4647,155,Youxicehuahuisuo
4648,175,MoeNovel
4649,29,Egor Magurin
4650,13,Graviteam
4651,14,SiCzech Arts
4652,57,KillerPokeGames
4653,119,Big Ant Studios
4654,42,Riviysky
4655,13,Handle Order
4656,47,Team8 Studio
4657,23,Virgin Games
4658,49,Westwood Studios
4659,"1,104","Spike Chunsoft Co., Ltd."
4660,26,Maulidan Games
4661,23,Leon Aminof
4662,39,Lucasfilm Games
4663,52,"Spike Chunsoft Co., Ltd."
4664,18,Captain Games
4665,339,
4666,25,Unison Shift: Blossom
4667,31,Favorite
4668,17,
4669,20,
4670,36,DRUNKEN APES
4671,451,とらいあんぐる！
4672,11,bc likes you
4673,191,Lonely Troops
4674,18,FS FlightControl
4675,11,OnSkull Games
4676,416,Fate Dragon Studio
4677,16,For Kids
4678,68,Bullid Games
4679,17,Windward_Birds
4680,21,oksdev
4681,19,Ripknot Systems
4682,115,Jannik Nickel
4683,23,
4684,11,"Turupawn, Ceteco, bobbyliciou5, morghan831, immac"
4685,279,Studio Forge Ltd
4686,14,Laush Studio
4687,15,
4688,19,
4689,50,Harry Gill
4690,16,Bitten Toast Games Inc.
4691,63,CUTE ANIME GIRLS
4692,14,
4693,363,Atom Republic
4694,10,Joycity
4695,14,ARES Inc.
4696,83,Altai Game Studio
4697,62,Duoji Network technology
4698,13,Jaremy Studio
4699,28,Valera Entertainment
4700,16,Firedog Creative Company Limited
4701,34,Magenta Factory
4702,17,TPM.CO SOFT WORKS
4703,481,Dandylion
4704,13,夕
4705,14,
4706,24,ImageCode
4707,325,"Underdog Interactive, Squadron Interactive, DreamInCode B.V."
4708,54,
4709,12,Tony Wang
4710,11,
4711,20,"Tero Lunkka, BlackThug"
4712,16,Bidoniera Games
4713,11,"Nikita ""Ghost_RUS"""
4714,40,Diax Game AB
4715,18,Laush Dmitriy Sergeevich
4716,205,etherane
4717,32,
4718,287,
4719,18,Lotte|EoD
4720,13,Yurif
4721,15,"Dynamic Pixels, Rockit Gaming"
4722,10,AYE Technology
4723,24,Maximilian Ritters
4724,10,Laush Dmitriy Sergeevich
4725,13,"Lorenzo Games, Michael L. Fiorentino Gutierrez"
4726,10,Nikita Sevalnev
4727,"1,269",David Szymanski
4728,"1,693",MyACG Studio
4729,44,Bullid Games
4730,132,Green-eyed Taxi
4731,31,"Jetdogs Studios, Zoom Out Games"
4732,71,MyACG Studio
4733,35,Team Robot Black Hat
4734,20,It's a Wonderful Life
4735,73,Absolutist Ltd.
4736,111,Jonathan Tindell
4737,36,PolyKnight Games
4738,111,Capcom
4739,11,rokaplay
4740,588,Cellar Door Games
4741,44,Airem
4742,18,"OCP, Yuri Chuchmay"
4743,17,Sedate Games
4744,41,Lost Marble
4745,189,边境游戏工作室
4746,12,
4747,30,D.W.S.
4748,64,"Nikita ""Ghost_RUS"""
4749,117,Quantized Bit
4750,24,
4751,56,Visualnoveler
4752,16,
4753,12,
4754,233,"Kai van Ommeren, Sedat Bilen, Niek Oosterbaan, Wesley Kroon, Martijn de Vree, Max Geraci, Plaisir Nzuzi, Kevin van Huit"
4755,58,RewindApp
4756,12,Delum Studios
4757,12,IndieLip
4758,29,Quad-Games
4759,12,Tayfun Zeytun
4760,"1,748",Deconstructeam
4761,87,Phoenix Interactive Studio
4762,106,GB Patch Games
4763,66,Mental Zone Digital Game Studios
4764,22,
4765,"1,055",Behaviour Digital Inc.
4766,33,JellyTeam
4767,48,SkyReacher Entertainment
4768,49,Stranga
4769,127,Oubliette
4770,14,Mister-Slam
4771,63,あみそ組
4772,10,Johnny Ostad
4773,31,Frontwing
4774,19,Penumbra Games
4775,22,Paleno Games
4776,89,Zac
4777,59,OfficialAndy
4778,103,
4779,36,Enitvare
4780,51,Concrete Games
4781,39,Naddic Games
4782,61,MGAME Corporation
4783,16,
4784,15,
4785,187,Akakiy Petrushkin
4786,142,STL工作室
4787,62,Two Zoos
4788,13,Yfrit Games
4789,298,KAGAMI WORKs
4790,359,Spotlightor Interactive
4791,23,Fogbound
4792,113,Deric Ruhl
4793,"3,537",Camex Games
4794,258,上海班图网络科技有限公司
4795,355,Impact Gameworks
4796,225,Studio Gamaii
4797,10,Broan Games
4798,66,Lazy Monday Games
4799,19,
4800,26,Burst2Flame Entertainment
4801,11,"Ransacked Studios, LLC"
4802,33,Flying Star Games
4803,49,Realmforge Studios
4804,52,David Mulder
4805,183,Struckd AG
4806,24,NewFort Studios
4807,10,b-alive gmbh
4808,10,Snare Games
4809,89,Timedrop Studios
4810,12,Sang Hendrix
4811,42,KoromoSoft
4812,13,Vector Hat
4813,415,Vox Games
4814,36,"Nikita ""Ghost_RUS"""
4815,53,Deceptive Games Ltd.
4816,12,
4817,"2,428",Naddic Games
4818,11,Naddic Games
4819,"1,546",Strange Loop Games
4820,15,DimleTeam
4821,36,Eversim
4822,62,Sean Han Tani
4823,149,ATOMIC BREATH
4824,38,Jeff Weber
4825,17,For Kids
4826,55,Robit Games
4827,551,Statespace
4828,300,七彩绘色
4829,"1,534","Firaxis Games, Aspyr (Mac), Aspyr (Linux)"
4830,30,Exordium Games
4831,91,
4832,43,The Wandering Ben
4833,221,Data Realms
4834,347,"Isabelle Dela Torre, José Fernando Gracia, Annaliese Bevan, Poppy de Raad"
4835,"2,341",Nearga
4836,105,Big Ant Studios
4837,35,Finite Reflection Studios
4838,10,Monster Games
4839,11,Hosted Games
4840,15,Hosted Games
4841,29,Klei Entertainment
4842,15,Enter Name Here
4843,13,
4844,91,Winged Cloud
4845,57,"Batterystaple Games, Fire Hose Games"
4846,55,Howling Moon Software
4847,71,"Benjamin Soulé, Mathieu Leyssenne, Yoann Laulan"
4848,784,David Schneider
4849,18,Bmc Studio
4850,17,Hardcore__Games
4851,11,Eloquence entertainment
4852,30,"Dragonfly GF Co., LTD"
4853,60,Eugen Systems
4854,22,Reptoid Games
4855,93,あみそ組
4856,61,Xiotex Studios Ltd
4857,22,MOS Games
4858,32,kalanhow
4859,118,CREATIVE ASSEMBLY
4860,16,Woodsy Studio
4861,30,Fishing Cactus
4862,20,Tuomo Laine
4863,21,ShotX Studio
4864,29,Veyeral Games
4865,"1,741",TEAM HORAY
4866,12,altairworks
4867,16,Reason Generator Inc.
4868,29,hamstercube
4869,15,12 to 6 Studios LLC
4870,23,Fenrisulfr Ruin1990
4871,57,
4872,74,KicklessGame
4873,24,First Game Studio
4874,10,Laush Dmitriy Sergeevich
4875,50,Ubisoft Montreal
4876,76,Sleepless Clinic
4877,13,Life Jumb DT
4878,13,Red twice potato
4879,286,Fireblade Software
4880,11,Kenny Roy
4881,177,Emilios Manolidis
4882,16,Slipgate Studios
4883,"1,472",Nuke Nine
4884,624,Quiet River
4885,12,Catze
4886,450,Osmotic Studios
4887,12,Spiderwork Games
4888,21,Moving Dimensions
4889,789,"Mane6, Inc."
4890,11,Santima Games
4891,614,Toasty Leaf AB
4892,30,"7DOTS, Rock Frog"
4893,20,All Those Moments
4894,232,Bearded Bunnies
4895,211,4 Dimension Games
4896,"4,887",DIMPS
4897,94,DIMPS
4898,183,Gamers4Gamers Team
4899,17,Psydra Games LLC
4900,14,Nelium Games
4901,670,Royal Rudius Entertainment
4902,160,Endless Loop Studios
4903,75,KABloom Interactive
4904,347,
4905,"6,456","Lion Games Co., Ltd."
4906,31,RogueCode (PTY) LTD
4907,14,cyph3r
4908,22,Uri Games
4909,38,
4910,317,Orbcreation
4911,20,The Secret Experiement
4912,217,Bad Seed
4913,"3,346",Subset Games
4914,36,Brainwashing Games
4915,12,Ripknot Systems
4916,73,"IDEA FACTORY, COMPILE HEART, TAMSOFT"
4917,17,Elllinia games
4918,13,Future Proof Games
4919,11,Kindermann Corp.
4920,130,"QLOC, DIMPS"
4921,26,"QLOC, DIMPS"
4922,136,www.fishermangamedev.com
4923,10,New 90's Games
4924,36,
4925,12,XoDupo
4926,74,Gingertips Game Studio
4927,342,
4928,93,Squidlit Ink.
4929,31,Easy game
4930,27,Black Lime Studio
4931,59,Nostalgia
4932,15,Riad Arifin
4933,52,Peace &amp; Love Games
4934,327,"Psyonix, Inc."
4935,10,Cankut Keskin
4936,12,Red Dot Games
4937,92,Shrimpcave Industries
4938,428,Movavi
4939,13,Skymap Games
4940,19,
4941,12,Arc System Works
4942,35,FM Studio
4943,11,Pinhead Games
4944,29,Movavi
4945,12,Lab Cat games
4946,15,Haunted Tie
4947,21,Racing Bros
4948,12,Tamsoft
4949,21,Miracle Gates Entertainment
4950,82,ImpQueen
4951,46,Artware Studio
4952,14,PlayTech Studio
4953,282,dotBunny
4954,104,Hosted Games
4955,715,Lunarch Studios
4956,82,Snowcastle Games
4957,467,GameChanger Studio
4958,75,Thumbtack
4959,20,Manalith Studios
4960,25,MagicHouse
4961,16,Don't Bite Devs
4962,458,Tentacle Games
4963,40,凝冰剑斩
4964,11,Escu:de/Element
4965,65,Painted Black Games
4966,18,Mímir Studio
4967,510,"Elder Game, LLC"
4968,"1,653",AlternativaPlatform
4969,45,upjers
4970,25,Giants Software
4971,34,"GRASSHOPPER MANUFACTURE INC., Active Gaming Media Inc."
4972,104,Hathos Interactive
4973,"1,080",DistrictTeam
4974,71,Eko
4975,24,Dave Gumble
4976,158,
4977,22,dev4play
4978,815,Joshua Chen
4979,23,
4980,32,Output Games
4981,18,zoocros
4982,494,Mash Games
4983,89,Darius Bode
4984,10,Sunrise9
4985,18,Space Horse
4986,13,"Black Fox Entertainment, Starkom Entertainment"
4987,20,
4988,37,Akella
4989,709,Flow Fire Games
4990,60,Land Patricio
4991,17,Falco Software
4992,171,Studio Wasabi
4993,27,BearFighterDev
4994,13,Nefrace
4995,27,Sierra Lee
4996,64,
4997,515,CUTE ANIME GIRLS
4998,29,TERNOX
4999,54,Krome Studios
5000,16,Snkl Studio
5001,170,Dovetail Games
5002,65,MAGIX Software GmbH
5003,85,J. Appallonia Hardner
5004,14,"BoldPixel, Diedemor studio"
5005,41,Tall Tail Studios
5006,14,Playloft
5007,18,Unwhale Studio
5008,13,Dovetail Games
5009,11,Hosted Games
5010,288,LucasArts
5011,18,КиКо
5012,17,No Moon
5013,32,Konstructors Entertainment
5014,26,Para
5015,55,
5016,11,Corpix Games
5017,20,Action Panel
5018,37,
5019,20,Level-5
5020,"1,775",Level-5
5021,39,RewindApp
5022,27,katanadeath
5023,17,UMBRESS
5024,14,EXOR Studios
5025,35,ZemunBRE
5026,16,iEntertainment Network Inc
5027,583,あみそ組
5028,10,"IMCGAMES Co.,Ltd."
5029,330,KT Racing
5030,240,"KOEI TECMO GAMES CO., LTD."
5031,39,Super Icon Ltd
5032,"4,037","Claudiu Kiss, The Irregular Corporation"
5033,64,Illya
5034,21,Pixel Reign
5035,167,Luden.io
5036,73,Indigo Entertainment
5037,"3,403",Minskworks
5038,33,Cybertime System
5039,17,UA Games
5040,15,A Sweet Studio
5041,38,RetroEpic Software
5042,47,iDs Games
5043,33,
5044,15,Parallax Labs
5045,11,Phil Fortier
5046,647,Simple Ghost
5047,20,MeatAtom
5048,13,Khokhlov
5049,"8,969",Carbon Games
5050,23,Genetic Studio
5051,91,
5052,447,
5053,33,Dan Fornace
5054,33,ImaginationOverflow
5055,25,Red Dot Games
5056,169,Point Bleep Studios
5057,33,Pirotexnik
5058,47,Katoa Games
5059,94,KvK Games
5060,393,"JW, Kitty, Jukio, and Dom"
5061,34,"TT Games, Traveller's Tales"
5062,106,18Light Game Ltd.
5063,10,Bit Nurse
5064,89,Fossil
5065,13,Blender Games
5066,11,CSM
5067,114,Sealtail Studio
5068,29,Skull
5069,991,AlphaSoft LLC
5070,40,"Nova B12, OtakuNovel"
5071,26,Rifat Erdoğan
5072,51,
5073,18,
5074,17,Creative Rail
5075,24,AFBIK Studio
5076,28,
5077,72,Watercress Studios
5078,46,Karosu-Maker
5079,14,"Nodacoy Games, Jadan Bliss"
5080,27,singi
5081,23,
5082,10,The Domaginarium
5083,15,Zen Chess Club
5084,73,DigitalDNA Games LLC
5085,60,Fuero Games
5086,558,Event Horizon
5087,119,Expansive Worlds
5088,76,Expansive Worlds
5089,14,
5090,25,"SNK CORPORATION, Abstraction Games"
5091,24,
5092,283,Bad Viking
5093,14,The Game Brewery
5094,11,RewindApp
5095,315,"zha7, Phaedruns, Yingke Wu"
5096,11,ARQUOIA
5097,161,Triconn Games
5098,10,
5099,11,
5100,101,Studio GU
5101,15,Bullid Games
5102,14,Piranha Games Inc.
5103,23,Joshua Keith
5104,66,Rablo Games
5105,17,
5106,17,VDimension
5107,12,RSSLO
5108,15,Music Breath
5109,124,DreamGate
5110,12,Milkjug Studios
5111,80,Team Nekojishi
5112,27,Team Nekojishi
5113,21,Caden Goodwin
5114,15,
5115,10,Music Breath
5116,49,Plueschkatze
5117,15,Cherry Bloom
5118,34,Nick Page!
5119,13,TephraSPB
5120,842,Holyday Studios
5121,10,Falco Software
5122,19,Corpix
5123,10,"MaratG2, IanStudio"
5124,"1,018",onebitbeyond
5125,"5,399",Harebrained Schemes
5126,21,Harebrained Schemes
5127,13,Atomic Raccoon Studio
5128,19,Eugene Volik
5129,13,JDRumble
5130,10,Mykel Flynn
5131,36,Clouds
5132,401,Blue Fiddich制作组
5133,22,Vladili Rosso
5134,10,
5135,31,Cyberflix Incorporated
5136,209,Blazing Griffin
5137,73,Polytale
5138,10,NetDragon
5139,74,Factus Games
5140,38,YFC games
5141,60,Puppygames
5142,"1,310",Beautiful Glitch
5143,109,Whirlpool
5144,21,David Lewis
5145,113,Bedtime Phobias
5146,153,RewindApp
5147,106,Flashynurav
5148,17,
5149,74,"William Xu, Alex Raita"
5150,524,"橘子班, 大好网"
5151,15,GameHouse
5152,"1,226",NetDragon Websoft Inc.
5153,47,Linked Dimensions
5154,26,Aristotelis Giannakopoulos
5155,359,Metalhead Software Inc.
5156,13,Mythical City Games
5157,135,Anthony Case
5158,12,Cersgame Studios
5159,944,The Battle for Wesnoth Project
5160,102,Cotton Game
5161,57,Cotton Game
5162,14,Nitreal
5163,15,
5164,37,nitopu
5165,26,IndigoBlue Game Studio
5166,"3,945","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)"
5167,10,Snikkabo AS
5168,88,"upjers, KING Art"
5169,20,nkm
5170,34,Dovetail Games
5171,725,Archetype Studios
5172,17,Pistachi Studio
5173,15,Stapleton
5174,308,Alec Smith
5175,402,Grizlikyt
5176,226,Uppercut Games Pty Ltd
5177,80,Smee
5178,46,TP-STUDIOS
5179,66,JoyBits Ltd.
5180,58,Lcc
5181,21,"ShinerJoy Technology Co., Ltd."
5182,19,Joystick Knights
5183,44,toR gaming
5184,12,
5185,65,
5186,10,disfactNoir
5187,"186,323",Evil Mojo Games
5188,49,Dan Sanderson
5189,21,MakinGames Ltd
5190,23,Hero Concept
5191,17,InArcade
5192,"1,053",Saibot Studios
5193,16,Chilla's Art
5194,12,Sylvain Seccia
5195,16,AP Thomson
5196,16,Pippala Games
5197,20,oddByte
5198,58,Light Road Games
5199,251,Hamsters Gaming
5200,"1,918",Tentacle Games
5201,26,祥
5202,208,DoubleMoose Games
5203,363,Spearhead Games
5204,787,Sandbox Interactive GmbH
5205,11,Mikhail Melnikov
5206,14,AFBIK Studio
5207,291,Wild Factor
5208,12,Bossa Studios
5209,19,Manic Hyena
5210,220,yeo
5211,57,Bobby Zeal
5212,18,Yitz
5213,532,Quiet River
5214,30,不想上班工作室™
5215,130,"Nvizzio Creations, Meridian4"
5216,262,"SAINT-FUN INTERNATIONAL CO., LTD."
5217,17,Hosted Games
5218,159,Empyrean
5219,62,LoopyMood
5220,101,IndieGala
5221,18,Sergey Romanko
5222,15,Tim Cornish
5223,38,Stanley Lam
5224,47,Groovy Milk
5225,22,Ian Lilley
5226,101,Handelabra Games Inc.
5227,73,Narko Games
5228,19,GreenThumbStudios
5229,27,langqi
5230,"1,944",Marco Amadei
5231,10,Jan Urbanek
5232,29,Rokas
5233,213,Clarus Victoria
5234,41,
5235,73,Techway
5236,11,Labs Games
5237,23,Crystal Dragon
5238,61,Choice Provisions
5239,18,Hiver Prod
5240,118,Redblack Spade
5241,87,Applimazing
5242,16,Vyacheslav Shilikhin
5243,25,Lilkkgoog
5244,106,Winged Cloud
5245,33,Sierra Lee
5246,33,
5247,13,Persera Software Inc.
5248,11,VaNyuHa
5249,40,Monster Couch
5250,14,Unrea
5251,22,Gamenesis
5252,11,Flat Cat Games
5253,45,"Antimatter Games, Tripwire Interactive"
5254,"1,537",Madmind Studio
5255,12,Black Lab Games
5256,24,
5257,18,Longbow Games
5258,144,Tamasenco
5259,109,Heiden
5260,"2,583",Netease Games
5261,40,Game Master LLC
5262,135,Linkflag
5263,633,
5264,202,Daniel J Roberts
5265,111,Membraine Studios
5266,20,
5267,20,PsyRob
5268,50,CUTE ANIME GIRLS
5269,"1,694",Creoteam
5270,14,Technomancy Studios
5271,12,Winter Wolves
5272,17,Aleksei Milchakov
5273,204,Team HalfBeard
5274,10,"D4O AG, Dialsoft, Nazagoth"
5275,18,Killer Bee Software
5276,96,Tall James Games
5277,11,AFBIK Studio
5278,24,GAMES FOR HUMANS
5279,348,Wild Arts LLC
5280,35,Idea Factory
5281,16,Mistaken Visions
5282,215,
5283,84,DONTNOD Entertainment
5284,"3,537",DONTNOD Entertainment
5285,12,Uruca Game Studio
5286,35,CrySmith
5287,14,Pudding
5288,40,TapBlaze
5289,"2,816",Landfall
5290,69,Tin Man Games
5291,37,RMking
5292,12,ANG People s.r.o.
5293,21,Playcademy
5294,14,"SGS, GQG Dev"
5295,70,Goblinz Studio
5296,30,Pixoala
5297,800,Nils Jakrins
5298,45,Fabio Ferrara
5299,27,NukGames
5300,20,
5301,17,
5302,27,DNZY Games
5303,11,Bullid Games
5304,317,Ntroy LTD
5305,12,Flying. Stone. Production
5306,21,Iced Lizard Games
5307,10,Bullid Games
5308,15,"eJaw, Creobit"
5309,12,
5310,13,Zazulin Alexander
5311,29,VicX Studio
5312,"1,366",stillalive studios
5313,22,Logos Universe
5314,10,Defiant Development
5315,33,一次元创作组
5316,"7,995",Bugbear
5317,345,
5318,130,Lunar Rooster
5319,14,Ithaqua Labs
5320,54,07th Expansion
5321,28,Pyxton Studios
5322,11,Dark Amber Softworks
5323,127,Nickervision Studios
5324,73,TT Games
5325,143,Volcanic Giraffe
5326,16,Kastrye
5327,12,Shard Real
5328,16,Billy Chan
5329,70,Dr_Crewcut
5330,11,
5331,10,
5332,11,"Creobit, Workroom7"
5333,12,exaQuark
5334,138,"Suzhou DaYu Network Technology Co., Ltd."
5335,11,Blender Games
5336,14,MoeNovel
5337,17,Below the Game
5338,15,Hentai.US
5339,86,WARMA Corporation
5340,528,Red Hook Studios
5341,178,Red Hook Studios
5342,25,Anima Project
5343,39,NorthernBytes Software
5344,10,Starodymov
5345,28,Sulton
5346,10,NS STUDIO
5347,12,Avasion
5348,22,DRUNKEN APES
5349,12,NedoStudio
5350,139,Flat Earth Games
5351,32,Military Operations
5352,103,OrangesGame Technology Limited
5353,13,O.T.K Games
5354,12,ChiHeBang Studio
5355,12,
5356,13,"CreSpirit, Storia, Narrator"
5357,"2,049",Chongming Studio
5358,28,WooJuDev
5359,93,Resonair
5360,46,Pegnio Ltd
5361,52,Hi-Rez Studios
5362,41,Studio Élan
5363,10,Gyro-Games Inc.
5364,54,SVGames
5365,12,
5366,52,"Maciej Targoni, Wojciech Wasiak"
5367,"1,916","Vicarious Visions, Iron Galaxy"
5368,25,Dharker Studio
5369,75,Lose
5370,17,Triority
5371,20,UMBRESS
5372,12,Ragdoll Inc
5373,50,КиКо
5374,453,Play Cute
5375,15,Play Cute
5376,483,BVR Game
5377,73,Bmc Studio
5378,23,殇葵(K.)
5379,48,stillalive studios
5380,29,Deothic
5381,101,Spasman Games
5382,31,
5383,25,Alex_redmiau
