,all_ratio,genre
5075,70%,Indie
5079,100%,Indie
5082,60%,Indie
5084,65%,Indie
5097,91%,Indie
5100,98%,Indie
5101,66%,Indie
5106,82%,Indie
5113,90%,Indie
5116,89%,Indie
5118,85%,Indie
5122,21%,Indie
5128,100%,Indie
5141,91%,Indie
5143,95%,Indie
5145,80%,Indie
5147,75%,Indie
5157,96%,Indie
5160,99%,Indie
5161,94%,Indie
5165,76%,Indie
5167,90%,Indie
5174,94%,Indie
5176,82%,Indie
5182,36%,Indie
5188,95%,Indie
5189,66%,Indie
5190,95%,Indie
5191,88%,Indie
5194,58%,Indie
5197,75%,Indie
5200,70%,Indie
5206,71%,Indie
5209,100%,Indie
5211,94%,Indie
5213,95%,Indie
5219,93%,Indie
5220,67%,Indie
5222,53%,Indie
5223,65%,Indie
5224,74%,Indie
5225,95%,Indie
5228,47%,Indie
5229,59%,Indie
5231,90%,Indie
5238,73%,Indie
5239,94%,Indie
5248,90%,Indie
5251,27%,Indie
5254,46%,Indie
5257,72%,Indie
5264,94%,Indie
5267,95%,Indie
5270,92%,Indie
5271,75%,Indie
5273,72%,Indie
5277,72%,Indie
5281,68%,Indie
5285,100%,Indie
5287,57%,Indie
5289,71%,Indie
5293,95%,Indie
5294,64%,Indie
5296,96%,Indie
5298,80%,Indie
5299,81%,Indie
5302,77%,Indie
5303,81%,Indie
5305,100%,Indie
5306,100%,Indie
5310,92%,Indie
5315,90%,Indie
5319,100%,Indie
5321,71%,Indie
5323,100%,Indie
5326,100%,Indie
5327,83%,Indie
5328,100%,Indie
5329,91%,Indie
5335,90%,Indie
5337,88%,Indie
5338,60%,Indie
5345,92%,Indie
5347,83%,Indie
5348,77%,Indie
5349,75%,Indie
5356,92%,Indie
5359,93%,Indie
5366,94%,Indie
5368,76%,Indie
5374,94%,Indie
5375,80%,Indie
5378,91%,Indie
5380,79%,Indie
5381,94%,Indie
5388,68%,Indie
5391,15%,Indie
5392,90%,Indie
5393,93%,Indie
5397,98%,Indie
5398,84%,Indie
5402,71%,Indie
5404,73%,Indie
5407,80%,Indie
5408,54%,Indie
5412,100%,Indie
5413,100%,Indie
5415,70%,Indie
5416,87%,Indie
5420,84%,Indie
5426,92%,Indie
5427,85%,Indie
5433,100%,Indie
5436,66%,Indie
5439,71%,Indie
5440,63%,Indie
5450,95%,Indie
5457,86%,Indie
5459,100%,Indie
5461,82%,Indie
5466,40%,Indie
5472,85%,Indie
5477,96%,Indie
5479,98%,Indie
5480,87%,Indie
5481,56%,Indie
5486,76%,Indie
5490,92%,Indie
5497,100%,Indie
5499,82%,Indie
5505,90%,Indie
5507,87%,Indie
5517,94%,Indie
5518,100%,Indie
5521,95%,Indie
5522,95%,Indie
5523,66%,Indie
5534,65%,Indie
5540,82%,Indie
5552,89%,Indie
5553,81%,Indie
5554,91%,Indie
5557,100%,Indie
5563,86%,Indie
5565,98%,Indie
5567,82%,Indie
5568,50%,Indie
5570,70%,Indie
5575,81%,Indie
5577,97%,Indie
5579,95%,Indie
5581,90%,Indie
5582,64%,Indie
5584,96%,Indie
5585,98%,Indie
5590,94%,Indie
5591,90%,Indie
5598,92%,Indie
5599,97%,Indie
5600,71%,Indie
5604,80%,Indie
5609,51%,Indie
5610,100%,Indie
5611,100%,Indie
5615,83%,Indie
5617,92%,Indie
5620,95%,Indie
5630,92%,Indie
5631,84%,Indie
5632,87%,Indie
5633,84%,Indie
5634,96%,Indie
5636,47%,Indie
5641,77%,Indie
5645,94%,Indie
5660,64%,Indie
5666,76%,Indie
5667,44%,Indie
5671,93%,Indie
5677,76%,Indie
5681,74%,Indie
5683,100%,Indie
5695,87%,Indie
5704,89%,Indie
5705,87%,Indie
5706,88%,Indie
5708,91%,Indie
5709,87%,Indie
5719,90%,Indie
5723,97%,Indie
5726,90%,Indie
5731,93%,Indie
5739,95%,Indie
5742,81%,Indie
5746,100%,Indie
5757,91%,Indie
5758,100%,Indie
5765,6%,Indie
5766,90%,Indie
5767,68%,Indie
5775,75%,Indie
5776,87%,Indie
5778,94%,Indie
5780,100%,Indie
5783,90%,Indie
5790,100%,Indie
5795,95%,Indie
5799,82%,Indie
5802,87%,Indie
5818,87%,Indie
5824,44%,Indie
5828,100%,Indie
5832,80%,Indie
5833,63%,Indie
5839,84%,Indie
5846,57%,Indie
5849,77%,Indie
5850,88%,Indie
5851,98%,Indie
5854,100%,Indie
5858,95%,Indie
5860,75%,Indie
5862,77%,Indie
5864,97%,Indie
5871,98%,Indie
5877,87%,Indie
5887,100%,Indie
5891,60%,Indie
5896,77%,Indie
5899,98%,Indie
5906,100%,Indie
5909,100%,Indie
5918,81%,Indie
5923,91%,Indie
5929,96%,Indie
5930,90%,Indie
5933,84%,Indie
5938,94%,Indie
5939,93%,Indie
5941,96%,Indie
5942,91%,Indie
5954,74%,Indie
5964,58%,Indie
5969,78%,Indie
5970,95%,Indie
5974,100%,Indie
5977,100%,Indie
5979,83%,Indie
5988,86%,Indie
5990,100%,Indie
5992,92%,Indie
5994,66%,Indie
5998,98%,Indie
6006,97%,Indie
6007,83%,Indie
6008,61%,Indie
6011,74%,Indie
6013,63%,Indie
6015,83%,Indie
6017,72%,Indie
6019,93%,Indie
6020,82%,Indie
6023,83%,Indie
6024,100%,Indie
6025,66%,Indie
6031,83%,Indie
6033,96%,Indie
6035,91%,Indie
6037,88%,Indie
6047,66%,Indie
6048,84%,Indie
6049,76%,Indie
6052,70%,Indie
6055,94%,Indie
6068,83%,Indie
6077,94%,Indie
6080,100%,Indie
6083,82%,Indie
6090,90%,Indie
6094,65%,Indie
6095,16%,Indie
6101,83%,Indie
6102,80%,Indie
6110,94%,Indie
6113,82%,Indie
6116,80%,Indie
6117,60%,Indie
6118,66%,Indie
6119,85%,Indie
6123,93%,Indie
6128,67%,Indie
6145,91%,Indie
6156,23%,Indie
6157,100%,Indie
6160,100%,Indie
6162,96%,Indie
6164,100%,Indie
6167,90%,Indie
6168,100%,Indie
6170,81%,Indie
6173,94%,Indie
6180,84%,Indie
6182,83%,Indie
6183,81%,Indie
6186,54%,Indie
6196,56%,Indie
6197,100%,Indie
6199,94%,Indie
6200,100%,Indie
6202,90%,Indie
6204,86%,Indie
6208,100%,Indie
6209,89%,Indie
6211,94%,Indie
6230,80%,Indie
6233,68%,Indie
6235,61%,Indie
6240,96%,Indie
6241,72%,Indie
6242,88%,Indie
6243,95%,Indie
6245,94%,Indie
6247,94%,Indie
6250,72%,Indie
6254,100%,Indie
6255,42%,Indie
6256,95%,Indie
6263,42%,Indie
6266,96%,Indie
6268,92%,Indie
6269,91%,Indie
6270,96%,Indie
6295,75%,Indie
6299,81%,Indie
6302,95%,Indie
6314,95%,Indie
6319,98%,Indie
6322,79%,Indie
6324,93%,Indie
6331,84%,Indie
6334,88%,Indie
6336,94%,Indie
6341,95%,Indie
6343,97%,Indie
6344,100%,Indie
6346,70%,Indie
6349,94%,Indie
6350,100%,Indie
6351,79%,Indie
6353,90%,Indie
6359,93%,Indie
6361,89%,Indie
6362,52%,Indie
6363,94%,Indie
6365,92%,Indie
6366,93%,Indie
6375,92%,Indie
6377,69%,Indie
6381,95%,Indie
6382,46%,Indie
6386,87%,Indie
6387,100%,Indie
6388,75%,Indie
6397,97%,Indie
6399,80%,Indie
6404,88%,Indie
6408,77%,Indie
6410,86%,Indie
6412,85%,Indie
6417,81%,Indie
6425,100%,Indie
6427,50%,Indie
6428,87%,Indie
6447,93%,Indie
6451,98%,Indie
6458,100%,Indie
6459,66%,Indie
6463,92%,Indie
6465,70%,Indie
6468,47%,Indie
6469,82%,Indie
6471,100%,Indie
6475,69%,Indie
6478,41%,Indie
6481,23%,Indie
6482,94%,Indie
6488,100%,Indie
6489,88%,Indie
6490,72%,Indie
6491,69%,Indie
6492,100%,Indie
6494,52%,Indie
6498,100%,Indie
6499,52%,Indie
6500,95%,Indie
6506,100%,Indie
6508,100%,Indie
6510,84%,Indie
6514,89%,Indie
6519,91%,Indie
6520,63%,Indie
6525,94%,Indie
6530,100%,Indie
6533,100%,Indie
6535,95%,Indie
6540,78%,Indie
6541,62%,Indie
6550,80%,Indie
6556,38%,Indie
6562,70%,Indie
6563,100%,Indie
6577,30%,Indie
6580,86%,Indie
6581,100%,Indie
6582,78%,Indie
6584,83%,Indie
6586,79%,Indie
6592,50%,Indie
6595,95%,Indie
6599,61%,Indie
6602,90%,Indie
6615,44%,Indie
6619,72%,Indie
6620,64%,Indie
6621,75%,Indie
6622,66%,Indie
6623,70%,Indie
6631,79%,Indie
6636,75%,Indie
6643,92%,Indie
6647,100%,Indie
6649,92%,Indie
6650,100%,Indie
6653,64%,Indie
6655,94%,Indie
6658,95%,Indie
6663,71%,Indie
6666,92%,Indie
6674,14%,Indie
6676,74%,Indie
6678,96%,Indie
6682,73%,Indie
6684,35%,Indie
6685,78%,Indie
6700,100%,Indie
6701,100%,Indie
6705,96%,Indie
6708,90%,Indie
6711,61%,Indie
6714,100%,Indie
6717,96%,Indie
6718,95%,Indie
6719,77%,Indie
6721,80%,Indie
6724,82%,Indie
6728,87%,Indie
6730,100%,Indie
6731,93%,Indie
6732,100%,Indie
6734,84%,Indie
6737,86%,Indie
6738,81%,Indie
6740,100%,Indie
6742,63%,Indie
6743,80%,Indie
6744,93%,Indie
6745,100%,Indie
6747,80%,Indie
6749,92%,Indie
6753,95%,Indie
6755,70%,Indie
6757,0%,Indie
6758,61%,Indie
6759,74%,Indie
6764,100%,Indie
6766,82%,Indie
6767,84%,Indie
6776,87%,Indie
6777,96%,Indie
6778,77%,Indie
6779,91%,Indie
6780,90%,Indie
6783,100%,Indie
6784,100%,Indie
6785,91%,Indie
6789,81%,Indie
6793,90%,Indie
6795,91%,Indie
6810,98%,Indie
6811,90%,Indie
6812,57%,Indie
6818,90%,Indie
6819,54%,Indie
6821,85%,Indie
6827,97%,Indie
6830,57%,Indie
6831,100%,Indie
6832,85%,Indie
6834,71%,Indie
6835,68%,Indie
6840,75%,Indie
6841,100%,Indie
6845,80%,Indie
6847,100%,Indie
6850,94%,Indie
6853,91%,Indie
6857,95%,Indie
6868,88%,Indie
6872,77%,Indie
6873,87%,Indie
6874,90%,Indie
6880,84%,Indie
6883,93%,Indie
6884,96%,Indie
6885,87%,Indie
6890,94%,Indie
6893,91%,Indie
6894,100%,Indie
6897,100%,Indie
6899,95%,Indie
6900,94%,Indie
6902,91%,Indie
6903,90%,Indie
6907,61%,Indie
6908,91%,Indie
6909,100%,Indie
6911,100%,Indie
6912,65%,Indie
6917,77%,Indie
6919,91%,Indie
6920,94%,Indie
6926,100%,Indie
6927,58%,Indie
6928,80%,Indie
6929,100%,Indie
6931,92%,Indie
6934,87%,Indie
6938,66%,Indie
6939,60%,Indie
6941,90%,Indie
6950,96%,Indie
6953,88%,Indie
6954,16%,Indie
6955,71%,Indie
6956,79%,Indie
6957,68%,Indie
6960,95%,Indie
6962,72%,Indie
6971,91%,Indie
6973,94%,Indie
6974,90%,Indie
6975,77%,Indie
6977,83%,Indie
6978,70%,Indie
6979,81%,Indie
6980,84%,Indie
6982,71%,Indie
6985,70%,Indie
6988,57%,Indie
6989,38%,Indie
6993,64%,Indie
6995,63%,Indie
7001,97%,Indie
7003,92%,Indie
7004,61%,Indie
7006,90%,Indie
7012,84%,Indie
7018,71%,Indie
7021,100%,Indie
7022,54%,Indie
7023,62%,Indie
7027,76%,Indie
7031,94%,Indie
7032,90%,Indie
7033,92%,Indie
7034,70%,Indie
7036,80%,Indie
7039,60%,Indie
7040,84%,Indie
7042,92%,Indie
7043,95%,Indie
7045,95%,Indie
7047,100%,Indie
7052,54%,Indie
7056,92%,Indie
7061,81%,Indie
7062,92%,Indie
7066,66%,Indie
7067,58%,Indie
7069,93%,Indie
7070,100%,Indie
7072,84%,Indie
7074,70%,Indie
7075,86%,Indie
7076,53%,Indie
7078,86%,Indie
7081,98%,Indie
7084,65%,Indie
7091,100%,Indie
7102,66%,Indie
7104,100%,Indie
7114,84%,Indie
7115,75%,Indie
7117,65%,Indie
7121,96%,Indie
7124,97%,Indie
7125,66%,Indie
7130,58%,Indie
7131,88%,Indie
7136,10%,Indie
7142,94%,Indie
7146,78%,Indie
7151,71%,Indie
7154,89%,Indie
7155,69%,Indie
7156,54%,Indie
7161,96%,Indie
7167,78%,Indie
7170,90%,Indie
7171,70%,Indie
7184,90%,Indie
7185,100%,Indie
7186,71%,Indie
7187,70%,Indie
7191,73%,Indie
7193,85%,Indie
7195,100%,Indie
7196,83%,Indie
7198,100%,Indie
7199,70%,Indie
7202,100%,Indie
7203,100%,Indie
7205,94%,Indie
7208,93%,Indie
7210,68%,Indie
7212,77%,Indie
7213,76%,Indie
7220,100%,Indie
7224,92%,Indie
7226,87%,Indie
7229,72%,Indie
7232,80%,Indie
7234,90%,Indie
7236,50%,Indie
7237,45%,Indie
7243,81%,Indie
7244,100%,Indie
7245,92%,Indie
7246,94%,Indie
7264,72%,Indie
7267,30%,Indie
7272,67%,Indie
7275,78%,Indie
7277,90%,Indie
7280,61%,Indie
7283,45%,Indie
7284,100%,Indie
7285,82%,Indie
7289,85%,Indie
7298,84%,Indie
7299,100%,Indie
7302,80%,Indie
7303,75%,Indie
7307,63%,Indie
7308,89%,Indie
7310,96%,Indie
7311,84%,Indie
7313,36%,Indie
7314,89%,Indie
7320,40%,Indie
7323,97%,Indie
7329,84%,Indie
7331,80%,Indie
7334,93%,Indie
7336,53%,Indie
7340,76%,Indie
7352,93%,Indie
7353,100%,Indie
7355,90%,Indie
7357,89%,Indie
7361,100%,Indie
7362,100%,Indie
7363,100%,Indie
7365,70%,Indie
7374,52%,Indie
7376,90%,Indie
7382,92%,Indie
7385,58%,Indie
7387,81%,Indie
7389,100%,Indie
7391,83%,Indie
7394,10%,Indie
7395,100%,Indie
7397,46%,Indie
7399,86%,Indie
7402,91%,Indie
7405,96%,Indie
7408,93%,Indie
7410,69%,Indie
7411,93%,Indie
7416,33%,Indie
7419,80%,Indie
7423,90%,Indie
7424,58%,Indie
7426,72%,Indie
7428,94%,Indie
7434,93%,Indie
7435,63%,Indie
7436,100%,Indie
7439,97%,Indie
7442,84%,Indie
7443,92%,Indie
7447,77%,Indie
7453,100%,Indie
7461,72%,Indie
7462,47%,Indie
7465,100%,Indie
7467,86%,Indie
7470,91%,Indie
7472,76%,Indie
7473,96%,Indie
7477,92%,Indie
7479,91%,Indie
7491,81%,Indie
7493,81%,Indie
7496,100%,Indie
7506,93%,Indie
7507,90%,Indie
7512,85%,Indie
7517,76%,Indie
7522,100%,Indie
7524,96%,Indie
7525,70%,Indie
7536,100%,Indie
7537,100%,Indie
7538,88%,Indie
7539,61%,Indie
7540,95%,Indie
7547,80%,Indie
7548,75%,Indie
7555,52%,Indie
7561,100%,Indie
7564,30%,Indie
7567,93%,Indie
7572,64%,Indie
7575,54%,Indie
7576,87%,Indie
7580,94%,Indie
7594,100%,Indie
7598,94%,Indie
7599,95%,Indie
7601,93%,Indie
7602,94%,Indie
7606,60%,Indie
7607,74%,Indie
7608,91%,Indie
7610,77%,Indie
7614,61%,Indie
7616,99%,Indie
7618,72%,Indie
7619,100%,Indie
7621,90%,Indie
7622,73%,Indie
7626,95%,Indie
7631,43%,Indie
7632,17%,Indie
7635,100%,Indie
7642,96%,Indie
7645,72%,Indie
7659,59%,Indie
7661,82%,Indie
7662,83%,Indie
7666,85%,Indie
7667,88%,Indie
7674,100%,Indie
7676,100%,Indie
7678,80%,Indie
7682,70%,Indie
7683,69%,Indie
7690,100%,Indie
7695,86%,Indie
7696,97%,Indie
7700,82%,Indie
7704,97%,Indie
7709,91%,Indie
7714,40%,Indie
7715,78%,Indie
7716,92%,Indie
7721,87%,Indie
7722,70%,Indie
7723,95%,Indie
7727,86%,Indie
7729,82%,Indie
7730,83%,Indie
7734,85%,Indie
7736,84%,Indie
7737,80%,Indie
7738,100%,Indie
7739,97%,Indie
7741,60%,Indie
7742,68%,Indie
7743,62%,Indie
7744,43%,Indie
7745,76%,Indie
7746,70%,Indie
7747,87%,Indie
7753,78%,Indie
7754,75%,Indie
7755,55%,Indie
7757,80%,Indie
7762,82%,Indie
7764,85%,Indie
7772,87%,Indie
7773,82%,Indie
7775,76%,Indie
7776,57%,Indie
7777,100%,Indie
7779,80%,Indie
7786,82%,Indie
7787,71%,Indie
7790,80%,Indie
7791,82%,Indie
7796,100%,Indie
7797,86%,Indie
7798,100%,Indie
7800,79%,Indie
7812,52%,Indie
7814,40%,Indie
7817,65%,Indie
7825,64%,Indie
7827,46%,Indie
7828,81%,Indie
7832,97%,Indie
7840,66%,Indie
7842,97%,Indie
7846,100%,Indie
7849,90%,Indie
7853,96%,Indie
7857,100%,Indie
7858,100%,Indie
7862,90%,Indie
7865,95%,Indie
7867,91%,Indie
7869,88%,Indie
7871,94%,Indie
7872,93%,Indie
7873,92%,Indie
7874,88%,Indie
7876,81%,Indie
7877,53%,Indie
7879,23%,Indie
7882,93%,Indie
7883,100%,Indie
7888,65%,Indie
7890,100%,Indie
7897,83%,Indie
7906,87%,Indie
7910,100%,Indie
7916,95%,Indie
7917,76%,Indie
7918,72%,Indie
7922,95%,Indie
7926,78%,Indie
7927,88%,Indie
7929,84%,Indie
7932,87%,Indie
7935,89%,Indie
7936,44%,Indie
7937,100%,Indie
7943,94%,Indie
7945,90%,Indie
7946,97%,Indie
7947,95%,Indie
7948,93%,Indie
7951,100%,Indie
7952,76%,Indie
7953,88%,Indie
7954,85%,Indie
7955,94%,Indie
7959,90%,Indie
7961,100%,Indie
7963,91%,Indie
7970,80%,Indie
7971,56%,Indie
7975,94%,Indie
7981,81%,Indie
7988,72%,Indie
7990,91%,Indie
7991,70%,Indie
7993,94%,Indie
7996,100%,Indie
7998,100%,Indie
8004,100%,Indie
8009,66%,Indie
8012,88%,Indie
8013,90%,Indie
8017,89%,Indie
8019,11%,Indie
8021,81%,Indie
8023,73%,Indie
8025,78%,Indie
8026,13%,Indie
8028,28%,Indie
8031,76%,Indie
8032,95%,Indie
8038,86%,Indie
8043,100%,Indie
8045,80%,Indie
8049,94%,Indie
8054,81%,Indie
8057,100%,Indie
8058,87%,Indie
8065,84%,Indie
8067,88%,Indie
8071,100%,Indie
8074,73%,Indie
8075,54%,Indie
8083,84%,Indie
8085,83%,Indie
8096,66%,Indie
8104,61%,Indie
8113,54%,Indie
8122,91%,Indie
8123,15%,Indie
8136,93%,Indie
8137,97%,Indie
8142,20%,Indie
8146,94%,Indie
8149,84%,Indie
8151,96%,Indie
8152,80%,Indie
8154,69%,Indie
8155,89%,Indie
8156,94%,Indie
8161,90%,Indie
8163,53%,Indie
8168,45%,Indie
8172,68%,Indie
8177,70%,Indie
8179,70%,Indie
8183,66%,Indie
8185,96%,Indie
8188,61%,Indie
8190,52%,Indie
8199,82%,Indie
8202,95%,Indie
8203,92%,Indie
8220,43%,Indie
8226,85%,Indie
8227,92%,Indie
8232,61%,Indie
8234,87%,Indie
8241,90%,Indie
8242,45%,Indie
8244,91%,Indie
8246,75%,Indie
8249,90%,Indie
8252,90%,Indie
8255,96%,Indie
8259,96%,Indie
8263,54%,Indie
8268,58%,Indie
8270,70%,Indie
8274,55%,Indie
8277,86%,Indie
8279,70%,Indie
8284,77%,Indie
8289,94%,Indie
8291,70%,Indie
8292,92%,Indie
8298,84%,Indie
8299,92%,Indie
8301,73%,Indie
8306,92%,Indie
8307,60%,Indie
8309,90%,Indie
8311,92%,Indie
8313,72%,Indie
8317,100%,Indie
8319,26%,Indie
8322,84%,Indie
8323,100%,Indie
8324,50%,Indie
8326,89%,Indie
8336,72%,Indie
8338,68%,Indie
8346,41%,Indie
8350,54%,Indie
8351,90%,Indie
8353,91%,Indie
8355,100%,Indie
8363,100%,Indie
8364,38%,Indie
8365,78%,Indie
8366,76%,Indie
8368,53%,Indie
8374,89%,Indie
8375,80%,Indie
8376,38%,Indie
8383,68%,Indie
8387,73%,Indie
8389,81%,Indie
8390,98%,Indie
8396,100%,Indie
8400,93%,Indie
8402,88%,Indie
8410,88%,Indie
8417,73%,Indie
8421,60%,Indie
8425,75%,Indie
8426,87%,Indie
8427,71%,Indie
8428,90%,Indie
8430,70%,Indie
8432,31%,Indie
8433,88%,Indie
8435,76%,Indie
8436,46%,Indie
8440,68%,Indie
8444,58%,Indie
8446,43%,Indie
8448,76%,Indie
8454,84%,Indie
8459,85%,Indie
8460,69%,Indie
8462,70%,Indie
8464,50%,Indie
8465,73%,Indie
8466,80%,Indie
8467,94%,Indie
8470,94%,Indie
8471,78%,Indie
8473,78%,Indie
8475,80%,Indie
8485,90%,Indie
8486,93%,Indie
8490,65%,Indie
8491,83%,Indie
8493,76%,Indie
8504,81%,Indie
8506,54%,Indie
8507,18%,Indie
8510,64%,Indie
8514,70%,Indie
8527,94%,Indie
8529,54%,Indie
8534,69%,Indie
8537,53%,Indie
8539,71%,Indie
8540,23%,Indie
8543,100%,Indie
8546,95%,Indie
8550,98%,Indie
8552,85%,Indie
8555,90%,Indie
8557,85%,Indie
8558,56%,Indie
8559,92%,Indie
8564,76%,Indie
8572,94%,Indie
8591,85%,Indie
8592,100%,Indie
8593,51%,Indie
8594,95%,Indie
8595,76%,Indie
8596,92%,Indie
8600,83%,Indie
8609,75%,Indie
8612,92%,Indie
8617,65%,Indie
8619,55%,Indie
8621,94%,Indie
8626,74%,Indie
8628,63%,Indie
8629,81%,Indie
8631,89%,Indie
8634,80%,Indie
8636,9%,Indie
8639,100%,Indie
8642,56%,Indie
8643,92%,Indie
8649,78%,Indie
8651,92%,Indie
8656,68%,Indie
8660,91%,Indie
8662,91%,Indie
8669,83%,Indie
8671,97%,Indie
8673,100%,Indie
8675,68%,Indie
8676,90%,Indie
8679,61%,Indie
8683,98%,Indie
8688,58%,Indie
8690,100%,Indie
8692,96%,Indie
8699,71%,Indie
8702,64%,Indie
8703,93%,Indie
8707,75%,Indie
8711,74%,Indie
8714,95%,Indie
8715,95%,Indie
8717,95%,Indie
8719,80%,Indie
8723,66%,Indie
8726,86%,Indie
8730,97%,Indie
8737,87%,Indie
8739,60%,Indie
8740,86%,Indie
8742,86%,Indie
8743,100%,Indie
8748,88%,Indie
8749,87%,Indie
8759,85%,Indie
8760,99%,Indie
8761,47%,Indie
8763,72%,Indie
8764,52%,Indie
8766,71%,Indie
8769,77%,Indie
8770,22%,Indie
8771,23%,Indie
8773,76%,Indie
8774,72%,Indie
8777,91%,Indie
8781,87%,Indie
8783,94%,Indie
8786,62%,Indie
8798,84%,Indie
8802,88%,Indie
8804,93%,Indie
8807,38%,Indie
8810,84%,Indie
8812,70%,Indie
8814,59%,Indie
8816,86%,Indie
8817,95%,Indie
8823,91%,Indie
8828,90%,Indie
8832,88%,Indie
8833,82%,Indie
8838,67%,Indie
8839,56%,Indie
8843,83%,Indie
8847,82%,Indie
8849,80%,Indie
8850,72%,Indie
8859,95%,Indie
8871,59%,Indie
8872,90%,Indie
8878,23%,Indie
8880,78%,Indie
8882,97%,Indie
8883,90%,Indie
8890,87%,Indie
8893,94%,Indie
8894,76%,Indie
8895,93%,Indie
8899,90%,Indie
8900,84%,Indie
8905,91%,Indie
8908,60%,Indie
8912,23%,Indie
8916,95%,Indie
8922,70%,Indie
8924,77%,Indie
8928,78%,Indie
8930,57%,Indie
8932,82%,Indie
8933,64%,Indie
8934,70%,Indie
8937,81%,Indie
8939,83%,Indie
8941,84%,Indie
8942,34%,Indie
8945,96%,Indie
8950,91%,Indie
8952,95%,Indie
8954,90%,Indie
8957,65%,Indie
8964,64%,Indie
8966,76%,Indie
8969,63%,Indie
8971,50%,Indie
8978,96%,Indie
8979,58%,Indie
8981,100%,Indie
8982,97%,Indie
8983,90%,Indie
8985,71%,Indie
8993,41%,Indie
8996,88%,Indie
9015,92%,Indie
9016,68%,Indie
9022,97%,Indie
9024,62%,Indie
9025,100%,Indie
9028,47%,Indie
9032,87%,Indie
9033,40%,Indie
9035,61%,Indie
9041,91%,Indie
9055,58%,Indie
9061,50%,Indie
9062,53%,Indie
9063,90%,Indie
9071,82%,Indie
9076,53%,Indie
9077,95%,Indie
9082,92%,Indie
9089,56%,Indie
9092,92%,Indie
9097,33%,Indie
9108,92%,Indie
9109,100%,Indie
9110,72%,Indie
9113,90%,Indie
9114,50%,Indie
9115,52%,Indie
9117,95%,Indie
9119,54%,Indie
9120,69%,Indie
9122,44%,Indie
9127,90%,Indie
9128,40%,Indie
9131,60%,Indie
9136,96%,Indie
9140,92%,Indie
9142,85%,Indie
9153,92%,Indie
9155,100%,Indie
9169,90%,Indie
9170,73%,Indie
9172,87%,Indie
9174,29%,Indie
9178,51%,Indie
9179,29%,Indie
9181,33%,Indie
9182,100%,Indie
9184,95%,Indie
9185,47%,Indie
9192,54%,Indie
9193,78%,Indie
9196,81%,Indie
9198,97%,Indie
9202,34%,Indie
9204,71%,Indie
9205,93%,Indie
9208,79%,Indie
9212,70%,Indie
9213,85%,Indie
9220,75%,Indie
9227,75%,Indie
9229,87%,Indie
9235,93%,Indie
9237,66%,Indie
9238,100%,Indie
9243,50%,Indie
9246,64%,Indie
9249,10%,Indie
9253,91%,Indie
9254,85%,Indie
9255,77%,Indie
9266,81%,Indie
9268,97%,Indie
9271,71%,Indie
9274,73%,Indie
9281,74%,Indie
9283,67%,Indie
9291,59%,Indie
9297,84%,Indie
9303,75%,Indie
9304,100%,Indie
9310,83%,Indie
9311,55%,Indie
9315,89%,Indie
9316,50%,Indie
9319,16%,Indie
9320,71%,Indie
9321,90%,Indie
9322,57%,Indie
9324,70%,Indie
9326,70%,Indie
9328,57%,Indie
9330,62%,Indie
9332,90%,Indie
9339,96%,Indie
9343,86%,Indie
9352,96%,Indie
9357,88%,Indie
9358,34%,Indie
9359,66%,Indie
9365,48%,Indie
9371,100%,Indie
9373,93%,Indie
9375,100%,Indie
9376,30%,Indie
9377,38%,Indie
9378,95%,Indie
9381,75%,Indie
9385,93%,Indie
9387,43%,Indie
9388,67%,Indie
9390,64%,Indie
9393,91%,Indie
9397,10%,Indie
9399,85%,Indie
9400,10%,Indie
9404,78%,Indie
9407,95%,Indie
9411,100%,Indie
9412,85%,Indie
9415,38%,Indie
9419,86%,Indie
9425,54%,Indie
9426,90%,Indie
9427,100%,Indie
9428,93%,Indie
9429,89%,Indie
9435,40%,Indie
9436,90%,Indie
9437,73%,Indie
9438,88%,Indie
9441,96%,Indie
9445,45%,Indie
9449,27%,Indie
9451,42%,Indie
9452,54%,Indie
9456,90%,Indie
9457,80%,Indie
9458,93%,Indie
9460,90%,Indie
9462,73%,Indie
9463,66%,Indie
9465,84%,Indie
9467,72%,Indie
9470,90%,Indie
9473,46%,Indie
9476,90%,Indie
9480,73%,Indie
9484,88%,Indie
9489,89%,Indie
9490,78%,Indie
9495,41%,Indie
9504,81%,Indie
9507,90%,Indie
9508,83%,Indie
9514,95%,Indie
9516,28%,Indie
9540,58%,Indie
9541,58%,Indie
9543,76%,Indie
9547,86%,Indie
9548,80%,Indie
9550,71%,Indie
9564,76%,Indie
9565,95%,Indie
9567,91%,Indie
9571,100%,Indie
9572,58%,Indie
9581,72%,Indie
9591,77%,Indie
9592,100%,Indie
9593,64%,Indie
9596,100%,Indie
9597,90%,Indie
9599,90%,Indie
9604,97%,Indie
9605,0%,Indie
9611,91%,Indie
9614,88%,Indie
9616,85%,Indie
9622,94%,Indie
9623,100%,Indie
9625,92%,Indie
9627,80%,Indie
9630,61%,Indie
9632,94%,Indie
9634,89%,Indie
9638,90%,Indie
9641,64%,Indie
9645,74%,Indie
9650,53%,Indie
9654,76%,Indie
9655,77%,Indie
9657,92%,Indie
9661,83%,Indie
9667,75%,Indie
9676,97%,Indie
9680,83%,Indie
9683,59%,Indie
9684,84%,Indie
9687,66%,Indie
9691,53%,Indie
9698,80%,Indie
9704,72%,Indie
9705,84%,Indie
