,Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Multi-player,Full controller support,Partial Controller Support,Steam Leaderboards,Co-op,Online Multi-Player,Steam Workshop,Includes level editor,Stats,Shared/Split Screen,Cross-Platform Multiplayer,Online Co-op,Downloadable Content,In-App Purchases,HTC Vive,Oculus Rift,Tracked Motion Controllers,Captions available,Local Multi-Player,MMO,Standing,Local Co-op,Seated,Room-Scale,Steam is learning about this game ,Windows Mixed Reality,Keyboard / Mouse,Gamepad,Valve Anti-Cheat enabled,Commentary available,SteamVR Collectibles,Includes Source SDK,Steam Turn Notifications,Mods,Mods (require HL2)
count,911,680,547,437,286,257,209,190,138,126,119,104,94,88,75,69,55,55,51,48,42,42,39,34,31,30,28,28,22,18,15,13,11,10,7,5,4,1,1
