,Indie,Action,Adventure,Strategy,RPG,Casual,Simulation,Free to Play,Early Access,Massively Multiplayer,Sports,Racing,Utilities,Animation &amp; Modeling,Design &amp; Illustration,Video Production,Education,Software Training,Game Development,Audio Production
count,619,428,335,228,213,194,189,131,69,45,42,42,7,3,2,1,1,1,1,1
